Date,Close,High,Low,Open,Volume,AT,CP,FZ,RO,ZP,ID,NI,SQ,QA,XL,YB,KI,AZ,AG,YP,DH,OD,XC,LS,LG,HD,PD,BQ,HP,EP,PC,DR,MG,AK,CC,KK,YJ,PG,TP,AI,GR,XA,FS,DX,SA,DU,SH,MU,AO,BK,YU,IF,GI
2026-08-24,66.0,73.0,66.0,67.0,46822500,-0.0035,0.0136,0.0,0.0013,0.0268,0.0,-0.037,-0.0095,-0.0001,0.0593,0.008,0.0006,-0.0047,-0.0041,0.0055,-0.0033,-0.0214,-0.0813,0.0,0.0017,0.0,-0.019,0.0177,-0.0021,-0.0014,0.0,0.0324,0.0754,-0.0184,0.1201,-0.1069,0.0001,0.0067,-0.0166,-0.0244,0.0654,0.0044,0.0,0.0189,0.0,-0.0819,0.0,-0.0203,0.0,-0.001,0.0,-0.0014,0.0
2026-08-26,67.0,73.0,66.0,67.0,62301500,0.0,-0.0069,0.0002,0.0004,0.0,0.0067,0.0214,-0.0163,-0.0003,-0.1325,-0.0001,-0.0027,0.0067,-0.0102,-0.0937,-0.0209,-0.0255,0.0275,0.0032,0.0071,-0.0007,0.0122,-0.0242,-0.0039,0.0133,0.0,0.0688,-0.0759,0.1892,-0.0558,0.0482,-0.0,0.0066,0.0029,-0.0174,-0.0488,0.0101,-0.0035,-0.0217,0.069,0.0,0.068,0.007,0.005,-0.0,-0.0128,0.0,0.0
2026-08-27,69.0,70.0,65.0,67.0,17223800,0.0,0.0039,-0.0,0.0,0.0017,0.0,-0.0186,-0.0095,-0.0001,-0.0894,-0.0489,-0.0003,-0.0011,-0.0054,0.022,-0.0037,-0.0151,-0.0258,-0.0034,0.007,0.0,-0.0036,-0.0004,-0.0008,-0.0021,0.0,0.0209,-0.003,-0.0566,0.2574,-0.0086,0.0,0.0,0.0001,-0.0,-0.0157,-0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,71.0,73.0,68.0,70.0,34368200,-0.0007,-0.1389,-0.0,-0.0001,-0.0071,-0.0071,-0.0192,0.0041,0.0012,-0.3563,0.0156,0.4138,-0.0521,-0.0163,0.214,0.0006,-0.0262,-0.1833,0.07,-0.0075,-0.0014,-0.0533,-0.0061,-0.0182,0.074,-0.0002,-0.0136,0.0036,-0.0703,0.098,0.0702,-0.0002,0.0035,0.0097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
