Date,Close,High,Low,Open,Volume,AK,BQ,MG,DR,GR,HP,SQ,OD,XC,KK,PD,AZ,AG,CC,NI,AI,FS,YB,KZ,IF,YP,XL,CD,KI,BK,PC,AO,DH,LG,EP,CP,RO,AP,YJ,YU,IN,TP,ZP,QA,RX,XA
2026-08-24,535.0,585.0,520.0,540.0,385079500,-0.2683,-0.003,0.0026,-0.0006,0.0001,0.0109,0.0211,0.0317,0.2032,0.0011,0.1118,0.0014,0.0,0.0233,0.0246,0.0,0.0827,0.0089,0.0,0.0015,0.088,1.4,0.0,0.0055,0.0,-0.0001,0.0,0.0002,0.0006,-0.0001,0.0335,0.0006,0.0,0.0,0.0,0.0109,0.0,-1.3,0.0,-0.5269,0.0128
2026-08-26,505.0,560.0,505.0,535.0,193939500,-0.4294,-0.0003,0.0213,-500.0,-0.0,0.0001,0.0456,0.0316,0.05,0.0227,-0.0598,0.0472,0.0,0.3132,0.0084,0.0,0.2037,0.0194,0.0,0.0005,0.0701,0.0005,0.0,0.0009,0.0004,0.0,0.005,0.0057,0.0002,0.0025,-0.0347,-0.0006,-0.0,0.0004,-0.1689,-0.0104,-0.0009,-0.1442,0.0001,0.0,0.0
2026-08-27,520.0,525.0,480.0,510.0,2635400,0.351,-0.0001,-0.0,-0.0,0.0,0.0,0.0069,-0.0084,-0.0401,0.0509,0.0022,-0.0008,0.0,-0.2621,-0.0006,0.005,0.3039,0.0,-0.3632,0.0,-0.009,-0.0372,0.0009,0.0001,-0.0002,-0.0,-0.0046,0.0003,0.0001,-0.0,0.0052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,515.0,535.0,496.0,530.0,2689500,0.4123,0.0091,0.0019,-0.0,-0.0001,-0.0051,-0.0012,0.0045,0.0107,0.0001,0.0197,0.005,-0.0188,0.0014,0.0246,0.005,0.2803,0.0009,-0.429,-0.0019,0.0105,-0.3266,-0.0002,-0.003,-0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
