Date,Close,High,Low,Open,Volume,KK,XL,HP,SQ,XC,PD,LS,CC,OD,MG,RO,YB,YP,NI,EP,AZ,BQ,GR,DR
2026-08-24,30.0,30.0,29.0,30.0,490500,0.0,-0.0056,0.0,-0.0051,0.0005,-0.0004,0.0,0.001,0.0,0.0089,0.0,0.0,0.0015,0.0,0.0,-0.0023,0.0009,0.0001,0.0004
2026-08-26,30.0,30.0,30.0,30.0,23600,0.0,0.0001,0.0,0.0,-0.0006,0.0,0.0,0.0002,0.0,-0.0,0.0,0.0,0.0,0.0,0.0003,0.0,0.0,0.0,0.0
2026-08-27,30.0,30.0,29.0,30.0,51200,0.0009,-0.0001,0.0,-0.0006,-0.0004,0.0,0.0,0.0004,0.0,-0.0002,0.0,-0.0,-0.0003,0.0002,0.0,0.0,0.0,0.0,0.0
2026-08-28,30.0,30.0,29.0,29.0,275000,0.0003,0.0003,0.0,0.0,0.001,0.0001,-0.0002,-0.0044,-200.0,0.0029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
