Date,Close,High,Low,Open,Volume,AK,BQ,MG,GR,HP,DR,RO,SQ,DH,OD,YJ,XC,KK,YU,AD,LG,PD,LS,EP,AZ,XA,CC,NI,YB,IF,TP,XL,AI,ZP,YP,CP,CD,KI,BK,AT,AG,PO,QA,FZ,DU,PC,AO,SH,HD
2026-08-24,150.0,159.0,150.0,158.0,29737500,-0.532,-0.0008,0.1497,0.0484,0.0008,-0.156,-0.0006,0.0304,-0.0193,0.0132,0.0,0.3564,0.0019,0.0,0.0,0.029,-0.1867,0.0046,0.0261,-0.0064,-0.0199,-0.3877,-0.0055,-0.212,0.0,0.0009,0.5281,0.0005,-0.0424,0.3818,-0.0166,0.0023,0.0,0.0001,0.0006,0.0229,0.0,0.0019,-0.0,0.0,0.0,-0.0048,-0.0,-0.009
2026-08-26,146.0,155.0,143.0,150.0,28951100,-0.1963,0.0058,0.1005,-0.1426,0.0007,-0.0092,0.0001,-0.0115,-0.0275,-0.0018,0.0,-0.0737,0.1165,0.0001,0.0,0.0003,0.1592,0.0044,-0.0025,-0.0021,0.0241,-0.2239,0.0106,0.0098,0.0002,-600.0,-0.1592,0.0154,0.0072,0.3915,0.0021,0.0,-0.0068,0.0115,-0.0077,0.0037,0.0007,0.0007,0.0,0.0,-0.0005,0.0,0.0,0.0
2026-08-27,159.0,160.0,140.0,145.0,53505200,0.9321,-0.0028,-0.0145,-0.0873,-0.0171,0.0255,0.0,-0.0551,-0.0142,-0.0397,0.0,-0.6191,-0.3458,0.0008,0.0,-0.0546,-0.0299,0.0,0.0135,-0.0094,-0.0388,0.9273,-0.0743,-0.0291,0.0,-0.0168,-0.9465,-0.0158,0.242,-0.268,-0.0048,-0.0023,-0.0004,0.5867,-0.0159,-0.0275,-0.0008,0.0032,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,156.0,161.0,155.0,160.0,16316400,-0.3155,0.0083,0.0333,0.0024,0.0016,-0.0604,0.0036,0.0291,0.0274,-0.0166,0.0036,-0.0382,0.0103,-0.021,-0.0012,-0.0387,-0.0113,0.0158,0.0395,-0.0093,0.0068,0.0654,0.0289,0.0672,0.0001,0.0034,0.2025,-0.0006,-0.0041,-0.0482,0.002,0.0031,-0.0025,0.0133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
