Date,Close,High,Low,Open,Volume,AK,TP,XL,PD,KK,HP,LG,DH,NI,XA,YP,AZ,CP,CC,BQ,XC,GR,OD,BK,RO,SQ,YB,AT,MG,YJ,DR,AO,BF,YU,QA,AI,IF,ZP,EP
2026-08-24,136.0,138.0,135.0,136.0,1663900,-0.0033,0.0131,0.005,0.0007,0.0375,0.0,-0.0007,0.0,0.0008,0.0,0.0162,-0.0,0.0054,-0.0454,0.0001,0.0003,0.0,0.0032,0.0,0.0,0.0001,0.0,-0.0272,0.0,-0.0021,-0.0001,0.0,0.0,0.0,0.0,0.0,0.0,-0.0037,0.0
2026-08-26,130.0,139.0,128.0,136.0,5552400,0.0489,0.0,-0.0717,-0.0003,-0.0389,0.0,0.0,-0.0321,-0.0027,0.0302,0.0084,0.0,0.0051,-0.0541,0.0036,0.0159,0.0054,0.0023,0.0003,0.0,0.0579,0.0029,-0.0107,0.0068,-0.0009,0.011,0.0128,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0001
2026-08-27,139.0,149.0,132.0,132.0,29993100,-0.2483,0.0075,0.3563,0.0665,0.0402,0.0184,-0.0,-0.0013,0.0252,-0.0288,0.0308,-0.0272,0.0165,-0.299,0.0095,0.0504,-0.0018,0.0236,0.0009,-0.0,-0.0213,0.0162,0.0303,0.0,-0.0001,-0.0215,-0.0154,-0.0293,0.0,0.0004,0.0028,-0.0,-0.0067,0.0051
2026-08-28,137.0,139.0,135.0,139.0,3073300,0.009,0.0007,-0.0316,-0.0091,-0.0339,-0.0219,0.0068,0.003,0.0069,-0.0,-0.0194,-0.0014,-0.0177,0.0803,0.0001,0.0257,0.0014,0.0003,0.0009,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
