Date,Close,High,Low,Open,Volume,RB,TP,AK,AD,YB,MG,XL,AT,HD,PD,KK,YJ,DR,HP,AO,LG,DH,YU,QA,NI,AI,XA,KI,IF,ZP,YP,AZ,PC,CP,CC,EP,BQ,XC,GR,OD,BK,SQ,ZR,TF,GI,OK,DU,RO,DX
2026-08-24,474.0,488.0,464.0,476.0,6580200,-0.001,-0.0047,-0.0481,0.0,-0.0372,0.0,-0.519,-0.0234,-0.0,0.0398,0.0247,0.0,0.0147,0.005,0.0,-0.1377,-0.0041,0.056,-0.0002,0.0279,0.0,0.0002,0.0,0.0,-0.0213,0.1859,-0.0939,0.0,0.0012,-0.2437,0.0019,-0.0001,-0.0747,-0.558,-0.0352,0.1965,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0009
2026-08-26,472.0,490.0,472.0,476.0,9162000,0.0,-0.0048,0.5559,0.0,-0.2326,-0.1355,-0.6637,0.0045,0.003,-0.3979,0.0615,-0.0029,-0.0542,0.0,0.0,0.0001,0.0216,-0.1176,0.0006,-0.0619,0.0,0.0004,-0.0764,-0.0003,0.2284,-0.2467,-0.0048,0.0,-0.026,0.0119,-0.0484,0.0038,-0.0842,-0.0009,0.004,0.0,1.3,0.0,0.0011,0.0,0.0002,-800.0,-0.0001,0.0
2026-08-27,470.0,478.0,466.0,466.0,5443800,0.0,0.0036,-0.3371,0.0,-0.0873,0.0,0.609,-0.0044,0.0022,-0.1168,0.0009,-0.0002,0.07,0.0001,0.0019,-0.0095,0.0201,0.0002,0.0,0.0166,0.0,-0.0009,0.0,0.0,0.0413,-0.0573,0.0047,0.0,-0.1041,-0.417,-0.3487,-0.0024,0.1609,0.0004,-0.0223,0.0348,0.5426,-0.0,-0.0011,0.0,0.0,0.0,0.0,0.0
2026-08-28,442.0,476.0,440.0,476.0,13055700,0.0094,0.0016,-0.3992,-0.0945,-0.0781,0.1001,1.3,0.0,-0.0275,-0.1598,-0.0514,-0.0074,0.0032,-0.0087,-0.021,0.1099,-0.0492,-0.3288,0.0006,0.0172,0.0009,0.0441,0.0134,-0.0165,-0.5887,0.0055,0.0028,0.0022,0.0294,-1.8,-0.0018,0.0027,0.0455,0.0074,0.3027,-0.0218,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
