Date,Close,High,Low,Open,Volume,FS,TP,PD,ZP,YP,NI,DR,XC,XL,YB,CC,KK,OD,MG,YU,BQ,RG
2026-08-24,940.0,985.0,925.0,980.0,12600,0.0,0.0,0.0006,0.0,0.0001,0.0,0.0,0.0004,-0.0009,0.0,0.0,-0.0001,-0.0001,0.0,-0.0,0.0,0.0
2026-08-26,960.0,980.0,925.0,970.0,13400,0.0,0.0,-0.0006,0.0,0.0,0.0,0.0,0.0005,-0.0,0.0003,0.0025,0.0,0.0009,-0.0035,-0.0,-0.0,0.0
2026-08-27,965.0,965.0,925.0,950.0,10400,0.0,0.0,0.0002,0.0,0.0001,0.0001,0.0,0.0072,0.0006,-0.0001,0.0001,-0.0001,-0.008,0.0,0.0,0.0,0.0
2026-08-28,965.0,965.0,950.0,950.0,12500,-0.0009,-0.0009,-0.0003,-0.0009,-0.0001,-0.0001,-0.0004,0.0037,-0.0002,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
