Date,Close,High,Low,Open,Volume,CC,YP,NI,LG,KK,AT,XC,AZ,OD,HD,XL,SQ,PD,BQ,AK,EP,YB,DR,GR,CP,FS,YJ,DH,RO,AI,KI,XA
2026-08-24,240.0,242.0,236.0,240.0,566200,0.0162,0.005,-0.0059,0.0,0.0068,0.0,0.0068,0.0,-0.0003,-0.0003,-0.0115,0.0009,0.0011,0.0001,-0.0061,0.0,0.0,0.0,0.0109,0.0122,0.0,0.0,-0.0251,-0.0026,-0.0108,0.0,0.0024
2026-08-26,234.0,242.0,232.0,242.0,1456300,-0.0112,0.0099,0.005,0.0308,0.074,-0.003,0.0239,0.0,0.0021,0.0001,-0.1311,0.0029,-0.0005,-0.0047,-0.0066,0.0,0.0038,0.0,-0.008,0.0005,-0.0002,0.0001,0.0014,-0.0001,0.0106,0.0003,0.0
2026-08-27,238.0,242.0,230.0,234.0,1376600,-0.0098,0.0503,-0.0,-0.0002,0.1042,0.0,0.0048,0.0,-0.0008,0.0004,-0.0269,-0.0031,0.0048,-0.0011,-0.0045,0.0016,0.0008,-0.0041,-0.1164,-0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,236.0,238.0,234.0,238.0,365500,-0.008,0.0036,0.0047,0.0024,0.0001,0.0,0.0023,0.0,0.0063,-0.0005,-0.0066,0.0003,-0.001,-0.0005,-0.0061,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
