Date,Close,High,Low,Open,Volume,XL,LG,EP,PD,XC,CC,YB,RO,HP,KK,YP,DR,NI,OD
2026-08-24,520.0,525.0,505.0,515.0,16100,0.0008,0.0,-0.0002,-0.0008,0.0,0.0,0.0015,-0.0003,-0.0001,-0.0002,0.0,0.0,-0.0006,-0.0002
2026-08-26,525.0,535.0,505.0,520.0,18000,-0.0004,-0.0003,0.0001,0.0004,0.0,-0.0002,0.0028,0.0,-0.0005,-0.0008,0.0,0.0,-0.001,0.0
2026-08-27,520.0,525.0,500.0,510.0,45700,-0.0004,0.0,-0.0,0.0013,0.0003,-0.0011,0.0103,0.0001,-0.0008,-0.0045,-0.0051,-0.0,0.0,0.0
2026-08-28,500.0,520.0,492.0,520.0,18400,-0.0049,0.0003,-0.0001,0.0012,0.0001,0.0019,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0
