Date,Close,High,Low,Open,Volume,FS,AZ,AG,QA,EP,ZP,SQ,GR,KI,YP,YU,CC,LG,OD,AT,CP,KK,XL,XA,ID,YB,DX,BQ,XC,PD,DH,AK,NI,AO,DR,MG,RO,PC,HP,TP,IF,AI,DU,ZR,IU,PG,SF,FZ,HD,SA,RB,YJ
2026-08-24,70.0,82.0,70.0,75.0,145066500,-0.0008,-0.2876,0.0203,0.0381,0.0062,-0.0035,-0.0366,0.558,0.0186,-0.1295,-0.0876,-0.5762,-0.104,0.0129,0.1015,-0.5179,-0.0118,1.6,-0.1312,-0.082,-0.324,0.0719,0.0131,0.2966,0.33,-0.061,0.0714,0.0458,-0.0262,-0.1772,-0.8568,0.0004,0.0,-0.0015,0.0016,0.0013,-0.0001,-0.0207,0.0002,0.0001,0.0,0.082,0.0001,0.0016,-0.0041,0.192,0.0003
2026-08-26,72.0,76.0,64.0,70.0,64438500,0.0,-0.0037,0.0145,-0.0013,0.0207,-0.0506,-0.0202,0.6157,-0.3907,-0.0425,0.2294,0.0079,-0.0024,-0.0116,0.0007,-0.0267,0.0071,-0.1538,-0.024,0.0,-0.0414,0.0,-0.0075,-0.2108,-0.0634,0.0074,0.1542,0.007,0.004,0.0119,-0.0006,0.0,0.0004,-0.0,0.0,-0.0005,-0.0001,-0.0292,-0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-27,75.0,75.0,70.0,73.0,24585200,0.0,-0.0007,-0.0192,-0.0003,-0.021,0.0,-0.0001,0.3059,0.1269,-0.0098,0.0072,0.0421,0.0,0.0324,0.0,0.0043,0.0342,-0.4765,-0.0121,0.0365,0.0009,0.0007,0.0,-0.0192,-0.0862,0.0017,0.0313,-0.0193,0.0,0.0381,0.0,0.0001,0.0019,-0.0,0.0003,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,70.0,75.0,70.0,75.0,46570400,0.071,0.0002,0.0007,0.0001,0.0192,-0.0688,0.0018,0.6162,-1.1,-0.0552,0.0003,-0.0399,-0.0071,0.011,-0.0001,0.0796,-0.0038,0.4558,-0.0013,0.0355,0.0734,0.0007,0.0035,0.2542,0.0076,0.0353,0.0003,0.0121,-0.3532,-0.0887,0.0099,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
