Date,Close,High,Low,Open,Volume,LG,HD,PD,CP,FZ,AT,RO,BQ,DU,HP,ZP,EP,SQ,NI,DR,QA,XL,YB,MG,YU,KI,AZ,AK,GR,CC,KK,DX,YJ,YP,XA,OD,DH,PO,XC,TP,MU,IF,ID,CD,AG,AI,AR,ES
2026-08-24,111.0,112.0,109.0,111.0,2705300,0.0,0.0006,-0.0184,0.0044,-0.0011,-0.0,-0.0,-0.0056,-0.0003,0.0,0.0,-0.0649,0.0005,0.0111,0.0001,100.0,-0.0512,0.0001,0.0,0.0,0.0,0.0025,0.0,0.0,-0.0015,0.0076,0.0,-0.0013,0.0718,0.0,-0.0007,-0.0006,0.0,0.0018,0.0,0.0452,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-26,118.0,135.0,109.0,111.0,148625200,0.0015,-0.0013,0.1019,-0.0097,-0.008,-0.1284,-0.0004,-0.0348,0.0,-0.0162,-0.0035,0.1407,-0.1105,0.2217,0.0143,-0.0003,0.4088,-0.0011,-0.0186,-0.0476,0.041,-0.0508,0.0,0.0012,-0.0568,0.032,0.0126,0.0,-0.0703,-0.056,0.143,-0.0285,0.0,-0.1712,0.0263,-0.2454,0.0001,-0.0116,-0.0,-0.0028,0.0008,-0.0702,-0.0016
2026-08-27,116.0,119.0,113.0,119.0,12824200,-0.0001,0.0001,0.0171,-0.0202,0.0023,-0.0,0.0,0.0182,0.0,0.019,-0.0077,-0.0921,0.0144,-0.0206,-0.0007,0.0068,0.0361,-0.0023,0.0,-0.0058,0.0161,0.0116,0.0,-0.0239,0.0237,-0.0566,-0.0085,0.0,0.0068,0.0069,-0.0226,0.0002,0.0,0.0354,-0.0121,0.0567,0.0016,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,114.0,118.0,112.0,118.0,12028300,0.0007,-0.0001,0.1438,0.0752,0.0023,0.0002,0.0,-0.0175,-0.0,-0.0056,0.0017,0.0563,0.015,-0.0864,0.0107,-0.0,-0.3631,0.0026,-0.0001,0.0004,0.0278,0.0052,0.0013,0.0015,0.0178,0.0321,0.0102,0.0026,0.0358,0.0004,0.005,0.0012,-0.0,0.0292,-0.0061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
