Date,Close,High,Low,Open,Volume,BR,YB,AT,MG,HD,XL,SH,IH,YU,XA,YP,PC,CP,TF,AR,CC,EP,BQ,PD,RO,XC,EL,KK,DU,NI,CD,OD,SQ,ZR,YJ,ID,LG,DH,RG,AZ
2026-08-24,218.0,218.0,206.0,216.0,2662800,0.0009,0.0009,0.0,-0.0013,0.0018,-0.0061,0.0,-0.0073,-0.0334,0.0,-0.0035,0.1781,0.0028,0.0,-0.017,-0.0182,0.0,0.0,0.0024,0.0,-0.0001,0.0,0.0062,0.0,0.0043,0.0,-0.0094,0.0,0.001,0.0,0.0,0.0009,0.0,0.0,-0.103
2026-08-26,214.0,218.0,206.0,218.0,2221300,0.0225,0.0018,0.0,0.0011,-0.0018,0.0224,0.0,0.0007,0.0,-0.0025,-0.0,0.0722,0.0117,-0.1177,0.0008,-0.0065,0.0,0.0,0.0,0.0,-0.0001,-0.0351,-0.0044,0.0,-0.0002,0.0001,0.0031,0.0,0.0174,0.0141,-0.0005,0.0008,0.0015,-0.0014,0.0
2026-08-27,208.0,212.0,194.0,212.0,3378700,0.07,0.0,0.0,-0.0031,-0.0001,0.0161,0.0,0.0104,-0.0146,0.0011,-0.0002,0.057,0.0118,0.1292,0.0,0.0193,0.0001,0.0002,-0.0002,0.0,0.0064,-0.1762,-0.0047,-0.123,-0.0029,0.0001,0.003,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,210.0,212.0,198.0,200.0,1638500,0.002,0.0001,0.0049,0.002,0.0009,-0.018,-0.0012,0.0061,-0.1247,0.0003,0.0014,0.0043,0.0011,0.0277,-0.0299,-0.0061,-0.0,0.0,-0.0116,0.1358,0.0047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
