Date,Close,High,Low,Open,Volume,LG,PD,DR,BQ,XA,CC,RO,NI,XL,SQ,AT,OD,XC,YU,FS,EP,GR,YB,KK,YP,CP
2026-08-24,358.0,358.0,356.0,358.0,22300,0.0,0.0001,0.0,0.0003,0.0,-0.004,0.0018,0.0,0.0017,-0.0,0.0,0.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001,0.0
2026-08-26,358.0,358.0,352.0,356.0,63000,0.0,-0.0037,0.0,-0.0,0.0,0.0025,0.0005,0.0003,0.0032,0.0002,0.0002,0.0001,-0.0029,0.0001,0.0,0.0001,-0.0001,0.0004,0.0,-0.0,-0.0008
2026-08-27,356.0,358.0,352.0,358.0,31700,0.0,-0.0008,-0.0,0.0,0.0,-0.0016,0.0,-0.0,0.0058,0.0005,-0.0002,-0.0,-0.0038,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,354.0,358.0,352.0,356.0,57600,0.0002,0.0005,0.0004,-0.0002,0.0001,-0.0007,0.0007,0.0003,0.0043,0.0003,-0.0002,-0.0,-0.0056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
