Date,Close,High,Low,Open,Volume,CC,YP,XL,KK,XC,OD,SQ,IF,YU,AG,LG,CP,GR,PD,ZP,BQ
2026-08-24,468.0,470.0,466.0,470.0,31400,0.0,0.011,-0.0023,0.0,0.0002,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0097,0.0,0.0
2026-08-26,466.0,468.0,464.0,468.0,79300,-0.0092,0.0214,0.0026,0.0,0.0027,-0.0024,-0.0012,0.0,0.0,0.0,0.0,0.0,0.0,-0.0157,0.0018,0.0
2026-08-27,472.0,474.0,466.0,466.0,16200,-0.0032,0.0002,-0.0,0.0,0.0003,-0.0016,-0.0014,0.0,0.0047,-0.0,0.0001,0.0011,-0.0001,0.0,0.0,0.0
2026-08-28,470.0,472.0,466.0,472.0,12600,-0.0016,0.003,0.0015,-0.0022,0.0002,-0.0003,-0.0005,-0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
