Date,Close,High,Low,Open,Volume,AG,MG,YB,CC,NI,MU,DR,XC,AZ,PD,RO,YP,XL,CP,HP,OD,KI,SQ,BQ,EP,KK,XA,AT,DX,YU,GI,PG,AI,LS,GR,DH,ZP
2026-08-24,14.0,14.0,13.0,14.0,37946400,0.0001,-0.1277,-0.0138,0.1721,0.0001,0.0,-0.0143,0.0879,0.0,-0.0025,-0.0228,-0.0119,-0.0872,0.0063,0.0,-0.0232,-0.0,0.0014,-0.0124,-0.007,0.0,0.0896,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0359,0.0012,-0.0002
2026-08-26,13.0,14.0,13.0,14.0,12561500,0.0,-0.021,-0.0085,-0.0048,-0.0025,0.0,0.0,0.0006,0.0,0.0003,0.0,-0.0136,-0.0534,0.0134,0.0,-0.0,0.0,0.0,0.0039,-0.0001,0.0,0.077,0.0,0.0,-0.0013,0.0,0.0262,-0.0163,0.0,0.0,0.0,0.0
2026-08-27,14.0,14.0,13.0,13.0,15118600,0.0,0.0871,-0.0014,0.0008,-0.0097,0.0,0.0,0.0012,0.0281,-0.02,0.0,-0.0251,-0.0199,-0.0074,0.0,0.002,-0.0,-0.0005,0.0006,0.0,-0.0356,-0.0002,-0.0001,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,14.0,14.0,13.0,14.0,4932000,0.0,-0.0017,-0.003,-0.0045,-0.0138,0.0014,0.0,0.0004,-0.0037,-0.0167,0.0,0.0007,0.0461,0.0001,0.0,-0.0,0.0,-0.0003,-0.0049,-0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
