Date,Close,High,Low,Open,Volume,DR,GR,MG,HP,RO,SQ,OD,YU,KK,AT,DD,LG,PD,AZ,EP,XA,CC,NI,IF,XL,ZP,CD,KI,AK,BQ,RG,DH,XC,AG,MI,AI,YB,TP,YP,HD,CP,DX,BK,AO,JB,YJ,FS,IH,MU,GI,DP,DU,SH,PG,BB,TF
2026-08-24,362.0,368.0,356.0,360.0,23666600,-0.3934,-0.0413,-0.0035,0.0,0.0068,-0.1473,-0.0163,-0.3426,-0.0318,-0.0666,0.0,-0.0441,-0.0503,-0.1192,-0.0034,0.5157,2.9,-0.5726,-0.0949,-0.1317,-0.1173,-0.0007,0.0044,0.124,0.0701,0.0004,0.0575,-0.3717,0.0108,-0.0025,0.0,-0.0069,0.3467,-0.6199,0.0,-0.0504,0.0028,0.1562,0.0559,0.0005,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0074,-1.0,-0.0011
2026-08-26,354.0,364.0,354.0,362.0,24866200,-0.2321,0.0437,0.0045,0.0282,0.0041,0.0546,0.0624,-0.2228,0.0879,0.015,0.0,0.1405,0.353,0.0991,0.0203,0.0,-1.4,0.1278,0.0055,-0.0883,-0.068,-0.0013,-0.0087,-0.0349,0.013,0.0039,-0.4179,0.0488,0.0,0.0095,0.0,0.0094,-0.2127,0.5799,-0.0,-0.0793,0.0139,-0.254,-0.0058,0.0,0.0,0.0,0.0018,0.0073,-0.0,1.3,-0.0,0.0021,0.0,0.0,0.0
2026-08-27,358.0,360.0,350.0,352.0,10704400,-0.0005,-0.0075,0.0002,0.0359,0.0033,0.0511,0.0413,-0.14,0.1214,-0.0752,0.0,0.0021,0.0143,0.044,0.0429,-0.1748,-0.6258,0.0332,0.0018,0.2619,0.1838,0.0,0.0029,-0.0504,0.1582,0.0,-0.0052,0.0424,-0.0105,-0.0001,0.0,-0.0006,0.023,0.0288,0.0068,-0.0024,0.0,0.0138,-0.0185,0.0002,-0.0003,0.0004,-0.0018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,360.0,360.0,358.0,360.0,6010000,-0.0244,0.065,0.0,0.0069,0.0074,-0.0126,-0.0975,0.0034,-0.0454,-0.0019,0.008,0.0014,0.0254,-0.0001,0.0171,0.0361,-0.0999,0.0275,-0.0096,0.0009,-0.0014,0.0001,0.0028,-0.0686,-0.044,-0.0001,0.3516,-0.02,-0.0004,-0.0108,0.0202,-0.0029,-0.1161,-0.1653,-0.0035,-0.0111,0.0036,0.1581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
