Date,Close,High,Low,Open,Volume,FS,AZ,HP,QA,EP,SQ,GR,KI,YP,AI,LG,OD,TP,AT,KK,CP,XL,XA,ZR,YB,DX,GI,BQ,XC,PD,BK,DH,AK,NI,CC,DR,MG,RO,FZ,ZP,YJ,AO,IF,AG,PO,MU,YU,SH,EL,SF,TF,CD
2026-08-24,107.0,111.0,106.0,110.0,25747900,0.0,0.0032,-0.0615,0.0004,0.0156,-0.2863,-0.0272,0.0028,-0.0207,0.0,0.0048,0.0105,0.0,0.0073,0.0137,-0.0921,0.0601,0.0235,0.0,0.0072,0.0612,0.0,0.0084,0.0634,-0.0262,0.072,0.0002,0.0159,0.0101,0.1185,-0.0,0.01,0.0,-0.0008,0.0076,0.0,0.0,0.0014,0.0,0.0,0.0026,0.0002,0.0,0.0,-0.001,-0.0015,-0.0032
2026-08-26,102.0,108.0,101.0,108.0,33236800,0.0004,0.0026,0.0419,0.0,0.0002,0.0247,0.0129,0.0207,-0.0608,0.0001,-0.0124,0.0512,0.0303,0.0058,0.0028,0.0203,-0.0879,-0.0132,0.0006,-0.0048,0.0233,0.0,-0.019,-0.0652,-0.0018,-0.069,0.0188,-0.3197,0.3494,-0.0397,0.0274,0.0564,0.0007,-0.0001,-0.0017,-0.0211,0.0,0.0046,-0.0041,0.0005,0.0057,0.0036,-0.0051,0.0202,0.0,0.0,0.0
2026-08-27,105.0,105.0,100.0,100.0,14955600,0.0041,0.001,0.0001,0.0,-0.0091,0.0094,-0.0094,-0.0011,-0.0238,0.0,0.0009,0.1417,0.0005,0.0008,-0.0323,-0.0157,0.1071,0.0004,-0.0002,0.0021,-0.0011,0.0,-0.0011,-0.0665,-0.0739,-0.0001,0.001,0.131,-0.0188,-0.1092,-0.0243,-0.001,0.0012,-0.0001,-0.0001,-0.0125,-0.0002,-0.0009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,103.0,106.0,103.0,105.0,9927000,-0.0053,-0.0204,0.0,-100.0,0.0001,0.0097,0.0147,0.0009,-0.0287,0.0001,0.0011,-0.0656,-0.03,-0.0024,0.0231,-0.0,0.2651,-0.0005,0.0042,0.0015,0.0014,-0.0,0.0182,0.0434,-0.011,0.0049,0.0004,-0.0314,-0.1676,0.0049,-0.0031,-0.0258,-0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
