Date,Close,High,Low,Open,Volume,AT,XL,FS,DR,NI,AI,XA,YP,CP,CC,AG,PD,GR,XC,OD,SQ,DH,AZ,KK,KI,EP,LG,ZP,YU,DX
2026-08-24,1280.0,1285.0,1270.0,1280.0,176400,0.0,0.1511,0.0,0.0,0.0104,0.0,0.0,-0.1065,0.0,-0.0461,-0.0032,-0.0004,0.0,-0.0065,0.0,0.0047,-0.0013,0.0,0.0,0.0,0.0032,-0.0005,0.0,-0.0051,0.0001
2026-08-26,1270.0,1290.0,1260.0,1280.0,77200,0.0,-0.0251,0.0,0.0,0.025,0.0,0.0001,0.0228,0.0,-0.0026,-0.0128,0.0008,0.0,-0.0036,0.0,-0.0003,0.0,0.0,0.0,-0.0032,-0.0013,-0.0001,0.0003,0.0,0.0
2026-08-27,1315.0,1315.0,1275.0,1275.0,406500,0.0,0.0295,0.0,0.0,0.243,0.0,-0.2752,0.0277,-0.0035,-0.0021,-0.0033,-0.0034,0.0,-0.0107,0.0038,-0.0013,-0.0026,0.0001,-0.0022,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,1340.0,1385.0,1310.0,1315.0,473100,-0.0001,0.0688,-0.0136,-0.0042,0.0005,-0.008,-0.0667,-0.0472,-0.0013,-0.0212,-0.0033,0.0966,0.011,-0.0321,-0.0106,0.0315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
