Date,Close,High,Low,Open,Volume,AG,HP,QA,GR,LS,MU,YP,BR,LG,OD,MI,CP,XA,PD,AK,BK,DH,NI,CC,RO,FS,AZ,ES,EP,HD,ZP,SQ,KI,DU,TP,AT,KK,XL,TF,YB,BQ,XC,YJ,IN,AO,IF,DR,MG,PC,ID,DX,IH,AI,YU,SF
2026-08-24,107.0,114.0,96.0,99.0,61434000,0.0122,0.0,-0.0004,-0.004,0.0,0.0004,0.0502,0.0,-0.0114,-0.0177,0.0,-0.0529,0.0222,0.1997,0.0,-0.013,0.0033,0.0482,-0.8006,-0.0,0.0012,0.0009,0.0,-0.0186,0.0003,0.0011,0.027,0.0004,-0.0321,0.2201,-0.0102,0.03,0.4905,0.0,0.0185,0.1555,-0.258,0.0019,0.0,0.0,0.0006,-0.0625,-0.0018,0.0,0.0,0.0,0.0,0.0,0.0,-0.0008
2026-08-26,109.0,123.0,104.0,105.0,98144900,-0.0155,-0.0022,0.0,-0.0134,0.372,-0.0013,0.0697,0.0037,0.0613,0.0012,-0.0123,0.193,-0.029,0.0636,0.0,-0.0129,0.0054,0.049,-0.0137,0.001,-0.002,0.0266,0.0,0.0179,-0.0016,-0.0023,-0.0842,0.0009,-0.0269,-0.0382,0.0195,-0.1261,-1.1,0.0,-0.0031,-0.0685,-0.0126,0.4376,0.0,0.0,-0.0051,0.0083,0.2068,0.0,0.0,0.002,-0.0037,0.0,-0.0001,0.0
2026-08-27,115.0,119.0,107.0,109.0,33947500,0.0,0.0017,-0.0001,0.0,-0.3009,0.0,0.0027,0.0,-0.0051,-0.0065,-0.0025,0.4009,-0.0001,-0.0514,0.0,-0.0223,-0.0018,-0.0148,-0.0597,0.005,-0.0007,-0.0104,0.0,-0.0092,-0.0,0.112,0.0255,-0.0042,-0.0115,-0.0048,-0.0237,0.0226,-0.0718,0.0,0.0238,0.0234,-0.0153,-0.0011,0.0,0.0,0.0,-0.0099,0.0025,-0.0,0.0109,-0.0032,0.0,0.0,0.0,0.0
2026-08-28,118.0,122.0,111.0,114.0,49745500,0.0004,-0.0018,0.0005,0.0001,0.1828,-0.0004,0.179,0.0535,0.0877,-0.0064,-0.0035,-0.5016,-0.0202,-0.1224,0.0015,-0.0247,-0.001,-0.0196,-0.2453,0.0004,0.0001,-0.0022,-0.0199,-0.0212,0.014,0.0012,-0.0035,-200.0,0.1698,0.0085,-0.0016,-0.0257,-0.1596,0.0016,0.0898,-0.0125,-0.0079,0.2985,0.0006,0.0001,-0.0,0.008,0.1028,0.0,0.0,0.0,0.0,0.0,0.0,0.0
