Date,Close,High,Low,Open,Volume,IU,IH,YP,SA,QA,BQ,RO,AT,PD,FS,IF,TP,GR,AZ,MI,OD,PC,AG,HP,AR,XA,DR,AO,NI,AK,IN,KK,XC,CD,BK,HD,EP,AI,ZR,LG,YJ,CP,SQ,YU,FZ,SF,DH,YB,KI,TF,XL,ZP,MG,CC,SS,IT,SH,BR,RF,RG,MU,ES,DX,RS
2026-08-24,117.0,122.0,115.0,121.0,330981300,0.0,0.0,0.0853,-0.0331,-0.0633,0.2339,-0.1163,-0.0758,-4.3,1.5,0.101,0.018,-0.07,1.4,0.0,-0.1228,0.0,0.033,0.1254,0.698,1.1,-0.5326,-1.2,0.2478,0.4552,-0.0005,-0.8592,0.447,-0.0003,-0.0356,0.1335,-0.2298,0.069,0.0,1.2,0.1287,0.3955,0.6402,-0.0708,0.0,0.0,-1.8,0.0,0.0431,0.0,0.4977,-0.3936,-0.5663,0.9184,0.0,0.0468,0.0,-0.0118,0.0,0.0,0.0,0.0215,0.0262,-0.0001
2026-08-26,108.0,117.0,108.0,117.0,736085900,0.0,0.1206,-0.5777,0.0,0.0,0.4956,-0.6292,0.0,-7.4,0.0,0.0,0.1834,-8.9,-1.0,0.2593,3.7,0.0501,0.0,-0.2547,1.6,3.2,-0.5636,-0.5927,-0.0803,2.7,0.0,-1.0,-0.1595,-0.1486,0.0819,0.309,-0.2269,0.07,0.0,-0.5696,0.278,3.7,0.5009,-0.102,0.0592,0.0,0.0765,-0.2102,0.1442,0.0,1.6,0.2889,0.4065,0.7088,0.109,0.0432,0.0,-0.0109,1.7,0.0,0.0,-0.02,0.0,0.0
2026-08-27,117.0,119.0,104.0,107.0,675653200,0.0039,0.0,-0.4924,-0.0228,0.0,-0.3951,0.0,-0.0707,2.2,1.8,0.1364,-0.3143,2.3,-1.8,0.0106,-0.1494,-0.0581,-0.0254,0.0212,-1.1,-0.5636,0.0501,0.1796,-0.2362,-2.2,-0.0273,1.5,-0.7307,-0.0232,0.9068,-0.4645,-0.3789,-0.9523,0.0029,-0.6225,0.0,5.3,0.7309,0.2378,0.0177,0.0106,0.0,0.1224,0.1767,0.0,0.1424,0.2202,-4.8,-2.0,-0.117,-0.0585,-0.0892,0.0044,1.7,0.0084,0.019,0.0,0.0,0.0
2026-08-28,112.0,118.0,111.0,117.0,300249700,0.0059,-0.0002,-0.0065,0.011,0.0026,-0.2151,0.0103,0.0105,-1.2,0.7431,-0.0025,0.9117,0.2377,-0.8105,-0.0187,0.3622,-0.0006,0.02,-0.7663,0.0616,0.1039,0.23,-0.0022,0.0311,1.7,-0.0253,0.7823,0.4367,0.0057,-0.5195,0.0121,0.5986,-0.7036,0.0029,-0.4377,-0.0021,-1.3,-0.1796,-0.5501,-0.0582,0.0229,0.0408,-0.1885,-0.168,-0.0001,0.5722,-0.2096,-0.8749,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
