Date,Close,High,Low,Open,Volume,YU,AK,NI,KI,AZ,SQ,XL,CC,EP,KK,PD,OD,XC,YP,SH,RO,LG,TP,DR,DH,IF,AT,XA,BQ,GR
2026-08-24,3190.0,3520.0,3190.0,3490.0,439600,-1.2,0.0031,0.0282,0.0198,0.018,0.3566,0.2551,0.4073,0.0027,0.0125,-0.0101,0.0439,0.0104,-0.0007,0.0,0.0035,-0.0032,0.0,0.0,0.0,0.0,0.0026,0.001,0.0353,0.0003
2026-08-26,3150.0,3270.0,3150.0,3200.0,101700,-0.0898,0.0003,0.01,0.0,0.0045,0.0057,-0.0029,0.0363,0.0019,-0.0084,0.0241,-0.0223,0.0177,0.0121,0.0,0.0003,0.0026,0.0003,0.0003,0.0006,0.0064,0.0,0.0,0.0,0.0
2026-08-27,3190.0,3210.0,3130.0,3150.0,23800,0.0,0.0,-0.0035,0.0,0.0,0.0019,-0.0192,0.0244,0.0,0.0003,-0.0023,-0.0029,-0.0029,0.0025,0.0016,-0.0003,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,3130.0,3240.0,3120.0,3230.0,143000,-0.3557,0.0019,-0.0215,0.0016,0.1984,0.0035,0.1405,0.0165,-0.0,0.0006,0.0016,0.0054,0.0072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
