Date,Close,High,Low,Open,Volume,AK,MG,XL,AT,KK,DR,HP,AO,YU,IF,NI,AI,XA,KI,ZP,YP,CP,CC,BQ,PD,GR,XC,OD,BK,RO,SQ,YB,LS,IH,AZ,TF,EP,BR,LG,AG
2026-08-24,760.0,775.0,755.0,765.0,18537600,-1.6,0.0,0.0278,0.0253,0.0606,0.0,0.0,0.0,0.0,0.0,-0.7765,0.0008,-0.0043,0.6109,0.0,0.454,-0.0806,-0.9023,0.0,0.0114,0.0,0.0269,0.0008,0.1458,-0.002,0.0154,0.0002,0.0,0.0,0.0002,0.0,0.0,2.0,0.0,0.0
2026-08-26,755.0,770.0,740.0,765.0,26951900,-1.7,-0.2341,0.0489,-0.0535,-0.0013,0.0,0.0,-0.013,0.0,0.0,0.3817,0.0,0.0038,6.3,-0.5053,-0.3054,-0.4941,-0.6421,0.0,-0.0276,0.0,-0.1076,0.0,-0.3028,-0.0002,0.0,-0.2648,0.0,0.0,-0.0014,0.0,-0.0253,-2.0,-0.0111,-0.002
2026-08-27,740.0,765.0,735.0,760.0,28022800,-0.0923,0.0749,0.1738,-0.1123,0.0138,0.0037,0.0,0.0001,0.0,0.0,0.0137,0.0745,-0.0001,0.3395,0.0086,0.3639,0.009,-0.3817,0.0,0.0727,0.0002,0.0361,0.187,-0.8092,0.0111,0.0075,0.0042,-0.0054,0.0055,0.0004,-0.0015,0.0022,0.0,0.0,0.0
2026-08-28,745.0,755.0,735.0,745.0,28133000,0.3338,-0.079,-0.0682,-0.0378,-0.0378,-0.0038,-0.0001,-0.0001,0.0075,0.148,-0.4029,-0.075,-0.0004,1.1,-0.0176,-0.5974,-0.0879,0.3211,0.0382,-0.0546,-0.0002,-0.0152,-0.1913,-0.3017,-0.0108,-0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
