Date,Close,High,Low,Open,Volume,AK,SF,BR,YB,AT,XL,KK,YJ,DR,HP,LG,DH,YU,QA,NI,AI,XA,IF,KI,YP,SQ,AZ,CP,MU,CC,EP,CD,BQ,PD,GR,OD,BK,RO,XC,TP,MG,AO,ZP,HD
2026-08-24,1890.0,1945.0,1890.0,1910.0,1163100,-0.1556,0.0,0.0,0.0152,0.0097,-0.0351,0.0076,0.0,-0.0917,-0.0044,-0.0631,-0.0565,0.0086,-0.0006,-0.0231,0.0249,0.0,0.0,0.0,0.1182,0.0253,-0.0366,0.0668,0.0051,0.0477,0.027,0.0,0.0004,0.1274,-0.023,0.0045,-0.0281,0.0,0.02,0.0,0.0,0.0,0.0095,0.0
2026-08-26,1820.0,1890.0,1815.0,1890.0,1747600,-0.0977,0.0,0.0,-0.0051,0.0216,0.0743,-0.0224,0.0007,0.0176,-0.0309,0.0009,0.1553,0.0313,-0.0002,0.0259,0.0002,0.0,0.0092,0.0,0.0747,0.0604,0.064,-0.7654,0.0327,0.1199,-0.0143,0.0,-0.0554,0.1387,-0.0058,0.0428,-0.0051,0.0038,0.0727,-0.0002,-0.036,0.0,0.0915,0.0002
2026-08-27,1865.0,1880.0,1800.0,1820.0,1368700,0.0135,0.0,0.0,-0.0019,0.001,-0.3893,-0.0792,0.0,0.0086,0.0075,0.6701,-0.0229,-0.0004,0.0554,-0.0291,0.0,0.0,0.0,0.0,-0.1006,-0.0219,-0.0005,-0.0901,0.0182,0.0316,0.0189,0.0,0.0011,0.0358,0.0186,-0.1891,0.0454,-0.0007,0.0284,-0.0592,-0.0001,-0.0019,0.0326,0.0
2026-08-28,1840.0,1880.0,1825.0,1860.0,1651700,0.0733,-0.3379,-0.5499,0.0222,0.0094,0.1973,0.1641,0.0006,-0.0266,-0.2809,0.0469,0.0011,-0.0063,0.3332,0.0909,0.183,0.0094,0.0093,0.0002,0.0637,0.0591,-0.3222,-0.0001,0.0011,0.1124,0.0198,0.0009,0.0002,0.0816,-0.0352,0.0468,-0.0456,0.0059,0.072,0.0,0.0,0.0,0.0,0.0
