Date,Close,High,Low,Open,Volume,CC,LG,DR,KK,XC,GR,FZ,PD,TP,DH,XA,AT,YP,XL,CP,HP,SQ,BQ,EP,MG,YB,NI,AZ,RO,OD,YU,HD,MU,YJ,DX,KI,RG,LS,DU
2026-08-24,115.0,120.0,114.0,116.0,11214600,-0.012,-0.0052,0.0423,-0.0158,0.0243,0.0164,0.0,0.0035,0.0,0.0,0.006,-0.0015,-0.0859,0.0176,0.002,0.0,0.0033,0.0069,-0.0002,-0.0,-0.0029,0.0013,0.0,0.0,-0.0008,0.0,0.0,0.0,-0.0015,0.0,-0.0064,-0.003,0.0115,-0.0
2026-08-26,110.0,121.0,105.0,115.0,10780600,-0.0141,0.0103,0.035,-0.0114,-0.0754,-0.0164,0.0,-0.0021,0.0003,0.0002,0.0144,-0.0019,0.0452,0.0071,0.0033,0.0,0.0,-0.0003,-0.0197,-0.0001,0.0065,-0.0129,-0.0,0.0,0.0006,0.0011,0.0103,-0.0,0.0083,0.0011,0.0077,0.0028,0.0,0.0
2026-08-27,113.0,115.0,110.0,111.0,4583900,0.02,0.0011,-0.0458,-0.1102,0.0537,-0.0001,0.0001,0.0257,0.0,0.0003,0.0005,0.0,0.0119,-0.0,0.0038,0.0,0.0,-0.0001,0.0014,0.0437,-0.0068,-0.0006,0.0011,-0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,111.0,114.0,111.0,113.0,2746400,-0.0006,0.0002,-0.0223,-0.0095,-0.0001,-0.0004,-0.0001,0.0003,-0.0006,0.0111,0.0162,0.0025,-0.0223,0.0109,0.0098,-0.0003,0.0001,-0.0026,0.0077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
