Date,Close,High,Low,Open,Volume,YB,CC,HD,LG,NI,KK,DR,LS,XC,GR,AZ,PD,DH,XA,AT,DX,YP,XL,CP,OD,AI,SQ,KI,BQ,AK,EP,DU,RO,HP,YU,MG,TP,AO
2026-08-24,148.0,148.0,144.0,147.0,3545700,0.0001,-0.0286,-0.0002,-0.0029,0.0144,0.0031,0.0053,0.0,0.0412,-0.0022,0.0003,-0.0018,0.0014,0.0,0.0,-0.0,-0.0598,-0.034,0.0001,-0.0715,-0.0412,0.0028,-0.0014,0.0002,0.0256,0.0,0.0,0.0,0.0029,0.0044,0.0001,0.0049,0.1368
2026-08-26,147.0,148.0,144.0,148.0,4104500,0.0147,-0.1094,0.0004,-0.0022,0.0399,0.0053,-0.0239,0.0,0.031,0.0054,0.0,-0.0294,-0.0,0.0125,0.0,0.0,0.0472,-0.1805,0.0001,0.0391,0.0,0.0032,0.0,0.0002,0.0066,0.0032,0.0,0.0,0.0968,0.0051,0.0002,0.0033,0.0313
2026-08-27,147.0,147.0,142.0,146.0,1585900,0.0,-0.0386,-0.0004,-0.0001,0.001,0.0027,0.0293,0.0,0.0017,-0.001,0.0003,-0.0049,0.0,0.0002,0.0001,0.0,-0.0172,-0.0522,0.0,0.0306,-0.0015,0.0002,0.0,0.0,0.0047,-0.0044,-900.0,0.0,0.0494,0.0,0.0,0.0,0.0
2026-08-28,147.0,148.0,145.0,147.0,4186600,0.0001,0.1126,0.0002,-0.2897,-0.011,0.0098,-0.0004,-0.0051,-0.0147,-0.0006,-0.0002,0.004,0.0044,0.0364,0.0001,0.0,-0.0277,0.1717,-0.0004,0.0127,-0.0103,0.0044,-0.0,-0.0002,0.0039,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
