Date,Close,High,Low,Open,Volume,AK,DR,MG,BQ,AO,SQ,OD,DH,YJ,XC,LG,PD,EP,CC,NI,XL,ZP,YP,CP,KI,SF,GR,RO,YU,KK,AZ,AG,YB,QA,DX,BK,AT,BS,TF,AI
2026-08-24,2780.0,2900.0,2770.0,2880.0,565100,0.0014,0.0011,0.0028,0.0,0.0143,0.1119,0.0669,0.002,0.0003,0.0483,0.0,0.5967,-0.0102,-0.2914,0.0135,0.3371,-0.0003,0.0215,0.0,-0.0612,0.0,-0.013,0.0,0.0006,0.0059,0.0014,0.0,-0.0025,0.0,0.0112,0.0,0.0,0.1398,0.0014,-0.9995
2026-08-26,2750.0,2840.0,2710.0,2780.0,99900,0.0,0.0,0.0,-0.0491,0.0,-0.0276,0.0011,0.0008,0.0,0.0199,0.015,0.0379,-0.0047,0.0107,0.0033,0.0188,0.0,0.0164,-0.0014,-0.0209,-0.0,-0.0055,0.0,0.0,0.0003,-0.0019,0.0,-0.0305,0.0,0.0,0.0,0.0014,0.016,0.0,0.0
2026-08-27,2880.0,2910.0,2710.0,2750.0,235700,0.0,0.0003,0.0,-0.0012,0.0,-0.0069,-0.0376,-0.0023,0.0,-0.0489,-0.0058,-0.0447,0.0038,0.0504,0.0029,-0.0774,0.0,-0.041,-0.0087,-0.1152,-0.0017,-0.0095,-0.0,0.3388,-0.0016,0.0101,-0.0011,-0.005,-0.0003,-0.0003,0.003,0.0,0.0,0.0,0.0
2026-08-28,2860.0,2900.0,2800.0,2900.0,76900,0.0026,0.0003,0.0042,-0.0,0.0014,-0.0271,-0.0249,-0.0,0.0003,-0.0289,-0.0311,0.0875,0.0006,-0.0157,0.0001,0.019,0.0043,0.0136,0.0006,-0.0068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
