Date,Close,High,Low,Open,Volume,YU,CD,MG,AG,CC,NI,MU,DR,XC,AZ,FZ,PC,DU,GI,TF,PD,YJ,DH,RB,XA,RO,YP,AT,IN,OD,ZP,AK,YB,LG,KK,GR,ID,SF,TP,IF,AO,XL,CP,HP,AI,QA,KI,SQ,BQ,BK,EP,SA,BR,FS,IU,DX,PO,HD
2026-08-24,372.0,386.0,372.0,380.0,51465600,0.0306,0.0117,-0.0482,0.0,0.5341,0.0113,0.0112,0.1467,0.1315,0.7033,2.2,0.0945,0.0,0.0,-0.0009,-0.2312,0.1167,0.0453,0.0,-0.3101,0.0,0.272,-0.0815,-0.1916,0.1625,-0.566,-1.0,-4.9,0.2247,0.2472,0.0972,0.0,0.0,0.0219,0.2854,0.1113,0.9473,-1.3,-0.0071,0.0393,-0.0211,0.0,0.0555,-0.0315,-0.3795,0.0505,2.6,-0.0076,0.0,0.0,-0.0038,0.0,-0.0186
2026-08-26,344.0,372.0,344.0,372.0,56381800,-0.0525,0.004,0.005,0.0247,-0.4201,0.023,0.0726,-0.2161,-0.4036,-0.0795,-0.0004,-0.0413,0.0,0.0006,0.0002,-0.1154,0.2031,0.0634,0.0,-0.0905,-0.0039,0.7531,-0.2152,0.8909,-0.0919,-0.0747,-0.4593,-0.0456,0.338,-0.0348,-0.0128,0.0,0.0,0.0256,0.0806,0.0431,-1.2,-0.7768,-0.157,0.0,0.0023,0.0701,0.0847,0.0233,-0.0218,0.0767,1.8,-0.0241,0.0,0.0,-0.0376,-0.0372,0.0
2026-08-27,370.0,374.0,330.0,338.0,82691900,-0.0439,-0.0037,0.0883,0.0,0.4211,0.1375,-0.0366,-0.7752,0.016,0.3164,-2.2,-0.0041,-0.0037,-0.0003,-0.014,0.5603,0.2167,-0.0835,0.0,-0.3609,0.0014,-0.4481,0.2188,-0.558,-0.2442,-0.069,1.9,5.6,1.1,0.0438,-0.0991,0.0,0.0,-0.0514,0.0179,-0.0107,1.8,0.0682,0.0091,0.0,0.1305,0.0482,-0.086,0.0814,0.5105,-0.0707,-8.1,-0.0032,-0.0001,0.0035,0.0,0.0,0.0
2026-08-28,370.0,372.0,356.0,370.0,32701400,0.0037,0.0036,-0.0724,-0.0724,-0.4908,0.0286,0.0011,-0.1136,0.0008,0.2393,1.1,0.1074,0.0036,-0.0003,-0.0016,-0.0722,0.0182,-0.0304,0.0001,-0.0863,0.0012,0.1246,-0.2306,0.6902,0.1984,0.0498,-1.6,-0.8099,-0.0502,-0.337,0.1357,0.0,0.0001,-0.0185,-0.0048,-0.1656,2.0,-0.38,0.0076,0.0156,0.0007,-0.1217,-0.0512,0.0681,-0.0609,0.0157,0.0,0.0,0.0,0.0,0.0,0.0,0.0
