Date,Close,High,Low,Open,Volume,SF,BQ,GR,MG,DR,RO,SQ,OD,DH,MU,XC,KK,AT,PD,LS,AZ,CC,NI,IF,XL,YP,CP,QA,DX,PC,ZR,AO,YU,LG,IN,EP,XA,YB,GI,KI,YJ,AI
2026-08-24,44.0,44.0,40.0,41.0,18045000,-0.0009,-0.0001,-0.0533,-0.0082,0.0,0.0002,-0.0004,-0.0091,-0.0198,0.0,0.0077,-0.0025,-0.0031,-0.0351,0.0001,-0.0004,0.0239,0.0045,0.0,-0.0775,0.1996,-0.0111,-0.0004,0.0,0.0,-0.0008,0.0,0.0,-0.0004,0.0,-0.0036,-0.0,-0.0043,0.0001,-0.0006,-0.0043,-0.0
2026-08-26,48.0,48.0,44.0,44.0,21174500,0.0,0.0169,-0.0073,-0.0031,0.0001,-0.0002,-0.0001,0.0005,-0.0032,0.0,-0.0217,0.0007,-0.001,0.0055,0.0,0.0002,0.1463,-0.0142,-0.0008,-0.2138,0.1161,0.0051,-0.0,0.0,0.0,0.0007,0.0081,-0.0452,0.0,0.0,-0.0073,0.0142,0.0,0.0,0.0088,-0.0052,0.0
2026-08-27,47.0,52.0,44.0,48.0,38527100,0.0,-0.0253,-0.0055,0.0012,0.0003,0.0025,-0.001,0.0066,-0.0007,0.0,0.0386,-0.0032,-0.1227,0.0334,-0.0001,0.0391,-0.0016,-0.0375,-0.001,0.3277,-0.4334,0.0017,0.1722,0.0,0.0,-0.0008,-0.0085,-0.0098,0.0148,0.0033,0.0002,0.0087,0.0004,-0.0001,0.0001,0.0,0.0
2026-08-28,46.0,51.0,43.0,47.0,13418800,0.0044,0.0128,0.0045,0.0029,-0.0008,-0.0006,0.0005,0.0104,0.0046,0.0044,0.0027,0.0098,0.0026,0.0004,0.0009,-0.0008,0.0285,0.0023,0.0,-0.2587,0.0717,0.0315,0.0645,0.0014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
