Date,Close,High,Low,Open,Volume,AZ,AG,EP,ZP,HD,SQ,YP,LG,OD,TP,AT,KK,CP,XL,XA,CD,YB,PD,XC,BK,DH,AK,NI,CC,IF,DR,MG,GR,SF,MU,RO,LS,BQ,HP
2026-08-24,284.0,300.0,280.0,286.0,2635500,-0.0029,0.0014,-0.0921,0.001,0.0,-0.0161,0.0192,0.0009,-0.0001,0.0,0.0,-0.0502,-0.0108,0.0292,-0.0016,-0.0352,-0.0075,0.0439,0.1535,0.0,0.0011,-0.0006,-0.0287,-0.0079,0.0,0.01,0.0,0.0003,0.0,-0.002,0.0,-0.002,0.0,-0.0029
2026-08-26,270.0,286.0,270.0,284.0,2939600,-0.0002,0.0002,0.0023,-0.0139,0.0001,0.0062,0.0459,0.0,0.0086,0.0012,0.0042,0.0254,0.026,-0.138,-0.0001,0.0,-0.0039,0.0558,0.0237,0.0,0.0036,-0.0015,0.007,-0.0655,0.0001,0.0008,-0.0144,0.0113,0.0,0.0,0.0079,-0.001,0.0082,0.0
2026-08-27,280.0,282.0,266.0,270.0,2282200,-0.0001,0.0,-0.0298,0.0,0.0003,0.0808,-0.0204,0.0,-0.0031,0.0,0.0,0.0069,-0.014,-0.1502,-0.0,0.0,0.0015,-0.0194,-0.0097,0.0226,0.0022,0.0003,-0.015,0.1519,0.0001,-0.0006,0.0028,-0.0086,-0.0014,0.0028,0.0002,0.0,0.0,0.0
2026-08-28,282.0,290.0,276.0,284.0,2487500,0.0066,-0.0135,-0.0033,0.0001,-0.0004,-0.0031,0.1887,0.0035,-0.1365,0.0001,-0.0,0.0658,-0.0144,0.0322,0.0,-0.0564,-0.0168,-0.0618,-0.0491,0.0001,-0.0049,-0.0022,-0.002,0.0546,0.0001,0.0067,0.0056,0.0,0.0,0.0,0.0,0.0,0.0,0.0
