Date,Close,High,Low,Open,Volume,RB,AK,YB,MG,XL,AT,LS,KK,DR,GI,AO,DH,YU,QA,NI,KI,YP,SQ,AZ,CP,CC,EP,DX,AG,BQ,PD,GR,OD,XC,BF,IF,AI,XA,ZP,HP,KZ,LG,RO,TP,PC
2026-08-24,498.0,535.0,464.0,525.0,1291200,0.0,0.089,0.0,0.0083,0.016,0.0,0.0,-0.0161,0.0002,0.0,0.0,0.0,0.0,0.0,-0.0051,0.0008,0.0152,-0.0,0.0003,-0.0448,-0.0054,0.0279,0.0,-0.1054,0.0003,0.0016,0.021,-0.0053,0.004,0.0,0.0,0.0,0.0014,0.0007,0.0,0.0,-0.0001,0.0,-0.0048,0.0
2026-08-26,620.0,620.0,498.0,498.0,2100000,0.0,0.0042,0.0057,-0.0054,0.0065,0.0,0.0,0.1319,0.0,0.0,0.0102,0.0,0.0189,0.0,-0.0055,-0.0019,-0.0937,-0.004,-0.0148,0.0141,-0.0821,-0.0281,0.0,0.0,-0.0186,-0.0716,0.0982,0.3216,-0.0064,0.0,-0.0001,-0.003,-0.0149,-0.0052,0.0,-0.2556,-0.0002,-0.0001,0.0,0.0
2026-08-27,775.0,775.0,680.0,755.0,3883900,0.0002,0.0095,0.0168,0.0215,-0.0561,0.0033,0.0,0.0259,0.0361,0.0,-0.0116,-0.0187,0.0241,0.0,-0.0529,-0.0002,0.0724,0.0023,-0.0004,0.0531,-0.0098,-0.0097,-0.0062,0.0018,-0.0899,-0.0971,0.2504,-0.1059,0.0047,-0.0775,-0.0018,-0.0001,-0.0001,-0.0055,0.0211,0.0,0.0,0.0,0.0,0.0
2026-08-28,965.0,965.0,815.0,815.0,3251400,0.0366,-0.0099,0.1464,-0.0764,0.0597,-0.0042,-0.0002,0.0252,-0.0466,-0.0008,-0.0463,0.0036,-0.0238,0.0001,-0.0412,0.0116,-0.1373,0.0143,-0.045,0.2461,-0.0877,-0.0191,-0.1611,-0.0,-0.0256,0.067,0.1299,-0.0217,0.0062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
