Date,Close,High,Low,Open,Volume,BQ,AG,YB,CC,NI,DR,LG,KK,XC,GR,AZ,BK,GI,PD,TP,DH,XA,AO,YP,AT,XL,CP,HP,OD,QA,SQ,KI,PG,ZP,AK,EP,YU,MG,MU,RO,AI,PC
2026-08-24,184.0,192.0,183.0,187.0,9999600,-0.0011,0.0023,-0.0047,0.0933,0.0165,0.0473,0.0058,0.0032,0.0321,-0.1038,0.0057,-0.0006,0.0,-0.044,0.0,0.0055,-0.0115,0.0,0.0167,-0.0103,-0.0048,0.0002,0.0019,0.0049,-0.0044,0.0062,-0.0028,-0.0094,0.0005,-0.061,0.0018,0.0,0.0018,0.0,0.0144,-0.0019,0.0
2026-08-26,169.0,184.0,168.0,184.0,12321900,0.0002,0.0241,0.0268,0.0867,0.0184,0.019,-0.0084,0.0513,0.1549,-0.3709,0.0117,0.0048,0.0,-0.0287,0.0,0.0006,-0.0002,0.0012,0.0911,-0.0065,-0.2437,-0.0156,0.0383,-0.0918,-0.0037,0.0503,0.0008,0.0,-0.0012,0.1891,0.0009,-0.0002,0.0152,0.0,-0.0157,0.0011,0.0001
2026-08-27,176.0,178.0,169.0,169.0,5663400,0.0299,0.0056,0.0041,0.0108,0.0081,-0.0068,0.0002,-0.0096,-0.023,-0.0821,-0.0028,0.009,0.0,0.0054,-0.0159,0.0035,-0.0002,0.0,-0.0154,-0.001,0.0416,-0.012,0.0,0.0047,0.1783,0.0005,0.0008,0.0,0.0014,-0.1378,0.0,0.0035,0.0002,-0.0003,0.0005,-0.0012,0.0
2026-08-28,177.0,181.0,175.0,179.0,5449100,-0.0105,0.0,-0.0073,0.0873,0.0172,0.0005,0.0002,-0.0001,-0.0482,-0.0031,-0.001,-0.0133,-0.0,-0.0361,-0.0017,0.001,0.0009,-0.0001,0.0332,-0.0019,0.197,-0.0101,0.0022,-0.0024,-0.2943,0.0193,-0.0008,-0.0004,0.0339,0.0379,0.0004,0.0,0.0,0.0,0.0,0.0,0.0
