Date,Close,High,Low,Open,Volume,AK,TP,YB,AT,XL,HD,KZ,KK,YJ,DR,HP,LG,DH,YU,QA,NI,IF,XA,ZP,AI,KI,YP,AZ,SQ,RX,CP,CC,EP,BQ,PD,GR,OD,BK,RO,XC,PF,BB,TF,DX,AG,CD,MI,SS,FZ,MG,AO
2026-08-24,655.0,680.0,645.0,680.0,33530000,5.4,0.0168,-0.0001,-0.0267,1.2,0.0357,-5.4,0.0318,0.0,0.0357,0.0,0.0,0.0209,0.0733,0.0,0.1759,0.0,0.0,-5.4,-0.0537,0.0194,0.702,0.4489,0.3822,0.0,1.0,0.7193,0.0108,0.0757,0.3269,0.0211,2.6,3.5,0.0,0.1826,0.0,-6.5,0.0,0.0085,0.0,0.0,0.005,0.0,0.0,0.0,0.33
2026-08-26,650.0,655.0,635.0,655.0,16691000,2.6,0.1204,-0.0001,0.0,0.2283,-0.0306,-2.8,0.0293,0.0655,-0.0109,0.0,1.0,0.0206,-4.2,0.1957,-0.0661,-0.0007,0.0909,-0.4847,-0.002,0.1166,0.7065,0.0099,0.5527,-0.3804,0.2985,1.1,0.0,0.0014,0.0151,0.0311,0.021,-0.1464,0.0071,-0.0512,0.0,0.0,0.0,-0.0062,0.0,0.0064,0.005,0.8128,0.089,0.0065,0.0
2026-08-27,650.0,660.0,630.0,645.0,23718000,2.8,0.0202,0.0055,0.0019,0.252,-0.0139,-5.9,0.2915,0.0,-0.0291,0.0,-0.0662,0.0302,0.0,0.0,-0.3956,0.0194,0.0,0.0278,0.0247,0.0132,0.6604,0.0231,0.0007,-2.7,0.7487,3.0,0.0091,0.0669,0.1541,0.155,-1.1,2.5,-0.0,0.005,0.002,-0.4913,0.0013,-0.0381,-0.0016,-0.003,0.005,0.0,0.0,0.0,0.0
2026-08-28,665.0,665.0,645.0,650.0,22138000,3.7,0.1434,0.1224,0.0008,1.7,0.0003,-5.7,-0.2461,-0.0528,-0.0039,0.062,-0.0086,0.0067,-0.1091,0.0004,0.0139,0.0001,0.0032,0.0734,-0.0057,-0.0008,0.2201,0.0675,0.0478,-3.3,0.3419,1.0,0.3388,0.5353,0.7078,0.2235,-0.6728,0.7136,0.0001,0.1303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
