Date,Close,High,Low,Open,Volume,TP,AT,XL,KK,YJ,DR,HP,AO,LG,DH,QA,NI,FZ,AI,KI,YP,SQ,CP,CC,EP,PD,GR,OD,RO,XC,YB,MG,LS,YU,XA,AZ,DX,BQ,IF,JB,GI,ZP
2026-08-24,22.0,23.0,22.0,23.0,8174100,0.0001,0.0,-0.009,0.0008,0.0,0.0,0.0,0.0,0.0008,0.0006,0.0,0.0009,0.0,0.0,0.0,0.0398,0.0085,-0.055,-0.016,0.0018,-0.0077,0.0004,-0.0006,0.0,-0.002,-0.0,0.0018,0.0,0.0226,0.0,0.0002,0.0,0.0,0.0116,0.0001,0.0,-0.0
2026-08-26,23.0,23.0,22.0,22.0,6045100,-0.0008,0.0,-0.0481,0.0013,-0.0009,0.0008,0.0,0.0,0.0,-0.0037,0.0,-0.0042,0.0,0.0,0.0,0.0225,0.0071,0.0,0.0023,0.0013,0.001,0.0031,-0.0049,0.0,-0.001,0.0046,-0.0067,0.0,0.0044,0.0,0.0015,0.0,0.0001,0.0206,0.0,0.0,0.0
2026-08-27,23.0,23.0,22.0,23.0,7429700,0.0,0.0115,-0.0164,-0.0002,0.0056,-0.001,0.0,0.0,-0.0,-0.0024,0.0,-0.026,0.0,0.0,-0.0001,0.0133,-0.0215,0.0115,0.0488,-0.0046,-0.0281,-0.0019,0.0015,0.0001,0.0007,-0.0041,-0.0091,0.0385,-0.007,0.0,0.0001,0.0,-0.0092,0.0,0.0,0.0,0.0
2026-08-28,23.0,23.0,23.0,23.0,4582500,-0.0001,0.0006,-0.0094,0.0075,0.0002,0.0001,0.0,0.0,-0.0046,0.0002,0.0,0.0022,-0.0115,-0.0357,0.0,-0.0138,0.0091,0.0023,0.0022,0.0023,0.0037,-0.0001,-0.0004,-0.0,0.0453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
