Date,Close,High,Low,Open,Volume,AT,PD,RO,BQ,SH,ZP,EP,DR,XL,YB,GR,CC,KK,YJ,YP,OD,XC,AF,LG,CP,NI,SQ,II,BK,MG,AZ,AG,XA,DH
2026-08-24,775.0,780.0,740.0,780.0,28700,0.0,0.0001,0.0,0.0,0.0,0.0,0.0001,-0.0007,0.002,0.0,0.0,-0.0003,-0.0041,0.0,-0.0045,0.0,0.0009,0.0,0.0,-0.0002,0.0,0.0,0.0069,0.0,0.0,0.0,0.0,-0.0002,0.0
2026-08-26,775.0,775.0,750.0,775.0,17900,0.0,-0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0055,0.0,0.0003,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,-0.0001,0.0004,-0.006,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-27,915.0,965.0,745.0,795.0,408600,0.0,-0.0034,0.0001,0.0016,0.0,0.0061,0.0024,-0.0007,-0.0343,0.0005,-0.0002,0.0078,-0.0012,0.0,0.0098,0.0067,-0.0133,-0.0019,-0.0002,0.0008,0.008,0.013,-0.0014,0.0001,0.0,-0.0013,0.002,-0.0011,0.0001
2026-08-28,920.0,990.0,915.0,990.0,112400,0.0097,-0.001,-0.0001,-0.0001,-0.0002,-0.0025,-0.0023,0.0031,0.0199,0.0005,0.0031,0.005,-0.0006,-0.0002,-0.0209,-0.0111,-0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
