Date,Close,High,Low,Open,Volume,TP,YB,XL,HD,KK,DH,YU,FZ,IF,AI,XA,KI,ZP,BB,YP,CC,DX,BQ,PD,GR,OD,XC,AK,BR,MG,AT,YJ,DR,HP,LG,IU,NI,AZ,CP,EP,AG,CD,BK,RO,SQ,SS,LS,JB,RS,QA,PG,AO,KZ,PI,SH
2026-08-24,2700.0,2840.0,2670.0,2840.0,10104100,0.1495,-0.322,2.3,0.0465,0.574,0.1632,-1.2,-0.0008,-0.1533,-0.0732,0.3277,-0.4438,-3.3,-0.02,-1.8,7.6,0.0245,0.0,-4.4,0.6248,0.0371,0.8016,0.379,0.0,-0.2493,0.0,0.7196,0.1836,0.0452,0.0274,0.1157,0.3747,-0.7518,-0.2539,0.0836,0.0,0.0,1.8,0.0435,0.3016,0.0,0.0,0.0,0.428,0.0,0.0,0.0413,-4.4,0.0,0.027
2026-08-26,2700.0,2770.0,2660.0,2700.0,5159000,-0.0058,0.0058,-0.4805,0.0215,0.33,0.019,5.7,0.0051,0.0,-0.0268,-0.2517,0.0,-1.2,0.0,-0.1288,-1.0,0.4379,-0.0134,-0.4769,-0.8017,0.1965,-0.1554,-0.8008,0.0,0.0291,0.0473,-0.1896,-0.1748,0.0271,-0.1641,0.0,0.0909,0.2459,-0.0046,-0.0496,0.0597,0.0,-0.0025,-0.0733,-0.4792,0.0,-0.0033,0.0,0.0,-0.0027,0.0,-0.313,-0.4243,-0.0145,0.0
2026-08-27,2770.0,2790.0,2680.0,2700.0,4733500,0.0183,0.4208,-0.5303,-0.0358,-0.0392,0.0127,-1.1,0.0,0.0135,0.0269,-0.0528,0.0,-1.6,-0.0583,-0.271,-0.6307,-0.0151,0.0631,-0.4557,-0.4599,-0.0662,-0.0967,-0.1404,0.0003,-0.0169,0.0,-1.3,0.0477,-0.0577,3.5,0.0,0.386,-0.3896,0.5192,1.4,0.0,0.0089,0.5185,0.0008,0.0095,0.6905,-0.0003,-0.0028,-0.0139,-0.0025,-0.0006,-0.2722,0.0,0.0,0.0
2026-08-28,2770.0,2830.0,2760.0,2820.0,5397800,0.0045,-0.0403,-1.4,0.0199,0.8988,-0.0022,-1.3,-0.0053,-0.0003,-0.0167,0.0038,0.0049,-1.6,-0.0279,-0.0363,5.8,-0.3171,-0.0883,0.0581,0.0041,-0.4446,0.0327,-0.1167,-0.0003,0.1537,-0.0131,-0.8575,-0.1424,0.0225,0.124,-0.0056,-0.4219,-0.0265,0.0561,-0.0926,0.0207,-0.0294,-0.1887,0.1013,-0.1267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
