Date,Close,High,Low,Open,Volume,AK,YP,XL,CC,EP,KK,PD,IH,XC,NI,SQ,DR,RO,QA,AT,YJ,AZ,MG,OD
2026-08-24,292.0,294.0,288.0,294.0,72200,0.0001,0.0001,0.0014,0.0024,-0.0066,-0.0001,0.0012,0.0,0.0006,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0003,0.0
2026-08-26,290.0,294.0,286.0,292.0,296900,0.0001,0.0194,-0.0092,-0.0027,-0.0117,0.0001,0.0072,0.0128,0.0015,0.0004,0.0,0.0,0.0001,-0.0002,0.0002,-0.0179,0.0,0.0,0.0
2026-08-27,290.0,292.0,280.0,292.0,166600,0.0,0.0064,-0.0001,-0.0016,0.0,-0.0124,0.0023,-0.0074,0.0011,-0.0002,0.0115,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,290.0,290.0,286.0,288.0,123300,0.0,0.0011,-0.0076,0.0,0.0045,0.0064,0.0014,-0.0058,-0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
