Date,Close,High,Low,Open,Volume,YU,MG,CC,YP,LG,XL,CP,GR,OD,FZ,PD,RO,AT,YB,AZ,XC,QA,AG,NI,DR,EP,XA,CD,DH
2026-08-24,670.0,695.0,670.0,670.0,308000,0.0,0.0,0.0145,-0.0169,-0.1515,0.0317,0.0235,0.0,0.0,-0.0204,0.0037,0.0019,0.0,0.0041,0.0,-0.0018,0.0,0.0,0.0,0.0,0.0,0.0,-0.0067,0.118
2026-08-26,610.0,655.0,610.0,655.0,752000,0.0,0.0008,-0.0019,0.0903,-0.0428,0.0315,-0.0433,0.0,0.0001,0.0019,0.0166,0.0,0.0,-0.0072,0.0,0.0051,0.0001,0.013,0.0001,0.0026,0.0009,-0.0679,0.0,0.0
2026-08-27,670.0,670.0,665.0,670.0,260100,0.0,0.0,0.0001,0.1333,-0.0224,-0.0025,-0.0768,0.0,0.0,-0.009,0.0001,0.0007,0.002,-0.0187,0.0001,-0.007,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,700.0,730.0,700.0,730.0,306300,0.0015,-0.0073,0.0007,0.0294,-0.0291,0.0528,-0.0194,-0.0616,0.0002,-0.0032,0.036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
