Date,Close,High,Low,Open,Volume,YU,CD,AG,CC,HD,NI,DR,AR,XC,AZ,BB,PD,YJ,DH,XA,YP,DX,AT,OD,PG,ZP,AK,FS,YB,LG,KK,GR,TP,PP,KZ,RX,IF,II,XL,CP,HP,SQ,KI,BQ,BK,EP,MG,MU,GI,IU,AI,FZ,BS,RG,QA
2026-08-24,8725.0,8775.0,8600.0,8750.0,4898100,-4.9,0.0209,0.0,-7.6,0.0146,0.0992,0.06,0.0,0.0442,0.1213,-2.8,-0.3032,-0.2618,7.5,-5.0,0.6641,0.0296,0.086,-0.716,0.0,2.9,-1.1,-0.0873,0.0337,0.0,-0.7757,0.0605,0.1173,3.3,-2.0,0.0,2.9,0.0,1.0,0.0343,0.1924,3.3,0.0,-2.3,4.4,-0.0184,0.6097,-0.0009,0.0,0.0,0.1728,0.0086,-0.0001,-0.0007,0.1299
2026-08-26,8725.0,8850.0,8600.0,8725.0,4627700,-5.7,0.0,-0.0482,-1.1,0.0,-0.3691,-0.0951,0.0,-0.7098,0.0664,3.8,-0.5463,-0.1317,3.8,-0.0675,-2.2,0.6427,-0.0549,-0.4083,0.0,-1.3,1.2,0.0,-0.0339,-0.4094,6.7,-1.8,0.0,3.9,-1.4,0.0,-0.044,0.0,-2.3,-0.4242,-0.1319,4.4,0.0,-4.5,-0.6111,0.0271,0.0431,0.0,-0.028,0.0,-0.0789,0.0,0.0,0.0,0.0
2026-08-27,8800.0,8900.0,8500.0,8675.0,3397000,-2.7,0.1843,-0.3541,-1.0,0.1871,-0.1899,-1.7,0.0,-0.0734,-0.6262,0.0,1.7,0.0873,4.1,-0.1178,-0.0244,0.0,0.0,-0.0343,-0.2278,-4.5,-2.2,0.0,-0.3394,-1.7,2.9,7.0,-0.0271,0.6122,0.1813,0.0,-0.2345,0.0,-0.415,0.0442,-0.117,-0.5435,0.0,0.9814,-0.5036,-0.062,-0.348,-0.0396,0.0282,0.0205,-0.0445,0.0,0.0,0.0,0.0
2026-08-28,8850.0,8875.0,8775.0,8875.0,2234900,0.0422,-0.0398,0.0,-0.0796,0.0035,-0.0486,0.0009,-0.0018,-0.0405,-0.0221,-0.8982,0.3773,-0.0883,2.1,0.0026,-2.6,-0.4598,-0.0327,-0.2762,-0.2213,1.0,-1.8,0.1721,0.0053,-0.1625,1.1,2.4,-0.2458,1.9,-1.1,2.8,-0.0062,0.176,-0.4631,-0.1388,0.0034,-0.4866,-0.0053,-1.0,-1.8,-0.0715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
