Date,Close,High,Low,Open,Volume,CC,YP,KK,XL,XC,AZ,OD,SQ,PD,LG,NI,IF,XA,RO,KI,BQ
2026-08-24,424.0,426.0,422.0,424.0,52000,-0.0026,0.0,0.0,-0.0042,-0.0086,0.0023,0.0106,-0.0001,0.0023,0.0,-0.0001,0.0,0.0,0.0004,0.0,0.0
2026-08-26,422.0,426.0,420.0,424.0,64900,-0.0028,-0.0037,0.0,-0.001,0.0011,0.0,0.0,0.0003,0.0099,0.0,-0.004,0.0,0.0,0.0002,0.0001,0.0
2026-08-27,424.0,424.0,420.0,422.0,92000,0.0039,0.0001,0.0013,0.008,-0.0068,-0.0,0.0016,0.0002,-0.0083,0.0026,0.0,-0.0046,0.002,0.0,0.0,0.0
2026-08-28,424.0,424.0,422.0,422.0,71700,-0.0042,-0.0057,0.0001,0.0002,0.0093,-0.0023,0.0001,0.0004,0.0021,0.0,0.0,0.0,0.0,0.0,0.0,0.0
