Date,Close,High,Low,Open,Volume,AG,HP,QA,GR,YP,LG,OD,CP,XA,PD,AK,BK,DH,NI,CC,RO,AZ,EP,ZP,AH,SQ,KI,AI,YU,DU,TP,AT,KK,XL,RB,YB,DX,BQ,XC,YJ,AR,AO,IF,DR,MG,PO,LS,BR,FZ,OK,ZR,SS,MU,PG,SF,SH,HD,CD
2026-08-24,258.0,264.0,256.0,264.0,12351900,-0.0013,0.0003,0.0004,-0.0003,-0.1042,-0.0666,0.035,0.0321,-0.0,0.0756,-0.425,0.0,0.0626,0.02,-0.0604,0.0092,0.0079,0.0052,0.104,0.0,-0.0761,-0.0035,-200.0,0.003,0.0,0.0012,-0.0003,0.1115,0.3631,0.0,0.0277,0.0003,-0.046,0.0416,0.0003,0.0,0.0026,0.0106,0.0145,0.0,0.0,-0.1063,-0.0472,-0.0075,0.0,0.0026,0.0,0.0,0.0129,-0.0,0.0,0.0003,-0.0
2026-08-26,240.0,258.0,240.0,256.0,21959700,0.0137,0.0154,-0.0001,-0.0537,-0.1088,0.0,0.0436,-0.2557,0.1845,-0.1437,-0.995,0.0,0.0908,0.0555,0.4392,0.0098,-0.0075,-0.0636,-0.0058,0.0,0.0661,0.0044,0.0,0.0101,0.0,0.1116,0.008,-0.0724,-0.0166,0.0,0.0116,0.0,0.0271,0.3171,-0.0171,0.0489,-0.002,0.0057,0.0123,0.0,0.0,0.017,-0.0,0.0,0.012,0.0033,0.005,0.2478,0.0124,-0.0003,-0.036,0.0,0.0
2026-08-27,250.0,254.0,234.0,238.0,20824300,0.0,0.0005,0.0022,0.1959,-0.0149,0.017,-0.0156,-0.1265,0.0002,-0.0434,0.1631,0.0195,-0.2568,0.0398,0.089,-0.0002,-0.0395,-0.0093,-0.0032,0.0,0.1932,0.0046,0.0023,-0.0042,0.0,-0.016,0.0002,-0.022,-0.1362,0.0,0.0191,-0.0,-0.0016,-0.0685,0.0,0.0,-0.0022,0.0032,-0.0024,0.0532,-0.0,-0.0003,-0.0244,-0.0001,-0.0125,-0.0031,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,252.0,256.0,250.0,252.0,9900500,0.0079,-0.1883,-0.0003,0.0082,0.0143,0.0044,0.0211,-0.0029,-0.001,0.0883,-0.1804,-0.0176,-0.0046,-0.0698,0.3254,-0.0002,-0.0458,-0.0006,-0.0076,-0.0001,0.117,0.0,-0.0033,-0.0064,-0.0023,0.0045,0.0004,0.1054,-0.0845,-0.0013,-0.0269,-0.001,-0.0025,-0.0338,0.0015,-0.0128,-0.0003,-0.0053,0.0008,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
