Date,Close,High,Low,Open,Volume,AZ,HP,QA,EP,FZ,ZP,SQ,GR,RG,KI,YP,LG,OD,AT,CP,TP,XL,CD,ZR,DX,BQ,XC,PD,BK,NI,CC,IF,MG,RO,YU,KK,XA,DH,SF,DR,AG,DU,YB,GI,YJ,PC,BS,AI,AO
2026-08-24,33.0,36.0,33.0,35.0,69313300,-0.0144,0.0,-0.0006,0.0001,0.0,0.0,0.0257,0.0054,0.0,-0.0019,0.2086,0.0,0.0027,-0.0015,-0.652,0.0,-0.0946,0.0,-0.0005,0.0003,-0.002,0.209,0.0086,-0.0478,0.2573,0.0327,0.0,0.0282,-0.0001,-0.0,0.0236,-0.0025,-0.0291,0.0,-0.111,0.0,0.0001,0.0864,-0.0001,0.0,0.0013,-0.0003,-0.0012,0.07
2026-08-26,35.0,35.0,31.0,33.0,106169000,0.0001,0.0002,0.0009,0.001,0.0,0.0,0.001,0.0165,0.0,-0.0003,-0.0883,-0.0105,-0.0568,-0.0021,-0.0446,0.0,0.321,0.0,-0.0004,0.0,-0.0007,-0.0283,-0.0187,0.0,0.1412,-0.102,0.0002,-0.2067,-0.0001,0.0,0.0,0.0002,-0.0075,0.0,0.104,-0.0,-0.0001,-0.0056,0.0,-0.0135,0.0,0.0,0.0,0.0
2026-08-27,34.0,36.0,33.0,35.0,38408100,0.0105,0.0,-0.0002,-0.0231,0.0,-0.001,-0.0012,0.0051,0.0,-0.0,-0.0139,0.0,-0.0104,0.0,-0.597,0.0,0.4691,0.0,-0.0001,0.0,0.0034,0.0114,0.0169,0.0147,0.0688,-0.0225,0.0,0.1689,0.0,-0.034,-0.0,-0.0084,-0.0,-0.0007,-0.0564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,34.0,35.0,33.0,34.0,28097500,0.3251,0.0,0.0,-0.0068,0.0,0.0,-0.018,0.051,-0.0004,0.0001,0.0059,0.0188,-0.0001,-0.0012,-0.2837,-0.0007,0.1697,-0.0043,-0.0003,0.0001,-0.004,0.0118,-0.0052,-0.0219,-0.0416,-0.0309,-0.0003,-0.1631,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
