Date,Close,High,Low,Open,Volume,FZ,BQ,MG,DR,DU,RG,RO,GR,PC,SQ,OD,DH,XC,KK,LG,PD,AZ,EP,AG,XA,CC,NI,YB,FS,TP,XL,ZP,YP,HD,CP,KI,SF,YU,AI,IF,QA,HP,AT,LS,CD,IH
2026-08-24,338.0,346.0,284.0,286.0,15868300,0.0,0.236,-0.0004,0.007,-0.0625,0.0,-0.0,-0.0209,0.0231,-0.0151,0.0126,0.0211,0.0423,-0.0285,0.0038,0.2615,0.0002,0.2525,-0.4177,0.1995,-0.0952,0.0093,-0.0467,-0.0017,0.0047,0.2183,-0.2903,-0.1393,-0.0013,0.0966,0.0,0.0,0.0058,0.0,0.004,-0.0014,0.1014,-0.0287,0.0,0.0,-0.3497
2026-08-26,346.0,398.0,316.0,340.0,17124900,0.0,-0.3668,0.0435,-0.0059,-0.1109,0.0,0.0,-0.1006,-0.0795,0.0085,0.0405,-0.0134,0.0527,-0.0124,0.004,-0.0873,0.0195,-0.1843,0.1201,-0.1765,0.0888,0.0317,0.0484,0.0012,0.0,0.5876,0.193,0.0146,0.0001,-0.0115,-0.0,0.0,-0.0064,0.0034,0.0,0.0003,-0.0993,-0.0033,-0.0,-0.0,0.0
2026-08-27,342.0,366.0,330.0,346.0,5462800,0.0,0.117,-0.001,-0.0016,0.2143,0.0,0.0017,0.007,-0.046,-0.0336,0.0044,-0.004,0.1049,-0.0024,0.0031,-0.0037,-0.0619,0.0145,0.0418,0.0078,0.0941,-0.0175,0.0039,0.0017,0.0,-0.1935,-0.0065,-0.2528,-0.0002,0.0111,0.0,0.016,-0.0147,-0.0034,-0.0001,-0.0003,0.0,0.0,0.0,0.0,0.0
2026-08-28,326.0,348.0,322.0,348.0,3777000,0.0002,0.036,0.0004,0.0003,-0.0461,0.0057,0.0001,-0.0068,-0.0348,-0.002,-0.0123,-0.0048,0.0139,0.0056,0.0002,-0.2793,0.0365,0.0065,-0.0967,0.0102,-0.0605,0.0021,-0.0023,0.0015,-0.0046,0.2823,-0.0848,0.1837,0.0001,0.049,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
