Date,Close,High,Low,Open,Volume,AK,DR,MG,BQ,GR,OD,DH,XC,YJ,KK,AT,TF,LG,PD,AG,EP,AZ,XA,CC,NI,IF,YB,AI,TP,ZP,YP,XL,KI,BK,FZ,SQ,IU,CP,QA,YO,PC,HP,MU,YU,FS,BS,RF,HD
2026-08-24,478.0,490.0,470.0,490.0,14404600,-1.1,-0.01,0.0001,0.0002,0.031,0.0881,0.0668,0.0018,0.0005,0.0804,-0.064,0.0,0.0036,-0.168,0.0003,0.047,-0.0697,1.9,-0.2638,-0.0158,-0.0,-0.0476,0.0,-0.019,-0.7333,0.0444,0.0872,0.0029,0.0596,0.0,0.0244,0.0,-0.0284,0.0,0.0,0.0,0.0,0.0,0.0006,0.0,0.0,0.0991,-0.0142
2026-08-26,458.0,476.0,458.0,474.0,61195900,-1.9,0.2286,1.1,0.0001,-0.0375,0.009,-0.0571,0.0617,0.0,-0.0203,0.9804,0.0,0.0,-0.1536,5.4,0.001,-0.2841,-4.5,-0.8275,-0.0543,0.0054,0.0011,-0.3517,-0.014,-0.6871,-0.4007,-0.4166,2.0,-0.0556,0.0,-0.0294,0.0,0.0584,-0.0004,0.0002,0.0019,-0.0398,-0.0,0.0001,0.0004,-0.0001,0.0,0.0
2026-08-27,474.0,476.0,460.0,462.0,46320400,-0.5483,0.1154,-1.6,-0.0001,-0.0201,-0.0191,-0.1072,0.0069,0.0002,-0.0562,-0.6934,0.0,0.0,0.0089,2.5,-0.0525,-0.0131,2.2,-0.1497,-0.035,-0.0,-0.0243,0.0,0.0139,0.0379,-0.0944,0.0722,-2.2,0.4761,-0.009,-0.0009,0.0047,0.2704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,476.0,480.0,468.0,476.0,12073200,0.5987,0.0762,0.3442,-0.0005,-0.006,-0.0299,-0.0037,0.0166,-0.0002,0.1045,-0.2756,-0.0029,-0.0526,0.0398,-2.1,0.0037,-0.0249,1.7,0.011,-0.0062,0.0004,-0.0356,-0.0237,-0.0142,-0.2292,0.0144,-0.1547,0.0004,-0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
