Date,Close,High,Low,Open,Volume,IF,NI,AZ,YP,XL,CC,XC,OD,RO,LG,MG,CP,EP,GR,DH,SQ,DR,PD,BQ,TP,KK
2026-08-24,1070.0,1260.0,980.0,1010.0,70100,0.0272,0.0004,0.0001,0.0033,-0.0034,-0.0036,-0.0099,0.0007,0.0,0.0039,-0.0187,0.0,-0.0,0.0003,0.0,0.0,0.0,-0.0,-0.0001,-0.0002,-0.0001
2026-08-26,1125.0,1315.0,1025.0,1025.0,75700,0.0,-0.001,0.0,0.0055,-0.0028,0.0021,0.0024,0.0001,0.0002,-0.0103,0.0,0.0,0.0002,0.0,0.0008,0.0018,0.0004,0.0006,-0.0,0.0,0.0
2026-08-27,1130.0,1160.0,1080.0,1125.0,16400,0.002,-0.0023,0.001,0.0009,0.0061,-0.0011,-0.0042,-0.0003,0.0001,0.0034,-0.0057,0.0003,-0.0001,-0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,1125.0,1130.0,1080.0,1130.0,7400,0.0012,0.0001,0.0015,-0.0004,-0.0022,-0.0008,-0.0001,-0.0,-0.0001,0.0009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
