Date,Close,High,Low,Open,Volume,HD,SQ,GR,YP,CC,OD,KK,XL,YB,XC,PD,DH,NI,SF,DR,MG,LG,AT,CP,TF,BK,RO,EP,KZ,XA,AK,HP,BQ
2026-08-24,296.0,306.0,296.0,300.0,370200,0.0001,-0.003,-0.0061,0.0009,0.006,-0.0001,0.0135,-0.0093,-0.0004,-0.0079,0.0014,0.0,0.0016,0.0,-0.0011,0.0,0.0,0.0008,-0.0012,0.0,0.0,0.0,0.0061,0.0,0.0001,0.0,-0.0015,-0.0
2026-08-26,288.0,296.0,286.0,296.0,607800,-0.0243,0.0018,0.0,0.0194,0.009,0.0008,-0.0052,-0.0115,0.044,0.0026,-0.0518,-0.0154,-0.0023,0.0,0.002,0.0029,0.0288,0.0,0.0,0.0,-0.0008,0.0,0.0001,0.0001,-0.0,-0.0001,0.0,0.0
2026-08-27,292.0,292.0,282.0,286.0,268700,-0.0046,0.0014,-0.0176,-0.0097,0.0124,0.0006,0.0132,0.0051,0.0014,0.0025,0.0009,0.0,-0.0053,0.0,0.0014,0.0,0.0001,-0.0014,0.0,-0.0011,0.0008,-0.0001,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,298.0,298.0,292.0,294.0,264200,-200.0,-0.0066,-0.0171,0.0147,-0.0085,-0.0007,-0.0029,-0.0172,0.0396,0.0005,-0.0014,0.0,0.0015,0.0002,-0.001,-0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
