Date,Close,High,Low,Open,Volume,BQ,DR,MG,GR,RO,AO,SQ,OD,DH,XC,AT,KK,TF,LG,PD,AZ,XA,RB,CC,NI,YB,XL,ZP,YP,CP,QA,SH,YJ,YU,KI,EP,LS,GI,IU,RG
2026-08-24,258.0,280.0,254.0,280.0,11073600,-0.0258,0.2026,0.0622,0.0541,-0.0148,0.047,-0.0023,0.0064,-0.0015,0.0153,0.0,-0.0016,0.0,-0.0043,-0.302,0.0072,0.0,0.0,-0.0187,-0.0111,0.0049,-0.0424,-0.0538,0.0333,0.0277,-0.0,0.0001,0.0012,0.0,-0.008,0.0241,0.0,0.0,0.0,0.0
2026-08-26,244.0,258.0,244.0,258.0,4558900,0.0297,0.1548,0.0809,0.0515,0.0,0.0025,0.0179,0.0131,0.0,-0.3075,0.0,-0.0189,0.0,0.0026,-0.0849,-0.0058,0.0,0.0,0.0137,0.0029,0.0172,-0.069,0.0,0.0143,0.0191,-0.0001,0.0001,0.0,0.0596,-0.0002,0.0038,-0.0129,-0.0,0.0155,0.0
2026-08-27,268.0,268.0,268.0,268.0,10481300,-0.0025,-0.0891,0.2451,0.1178,-0.0012,0.0241,0.0027,-0.0933,-0.0021,-0.0651,-0.0022,0.0006,0.0,0.0083,0.0479,0.1033,0.0,0.0,-0.6173,0.0001,0.051,0.2444,-0.0054,-0.0034,0.0257,0.0,0.0001,-0.0023,0.0134,0.0011,-0.0017,0.0,0.0,0.0,0.0
2026-08-28,274.0,274.0,260.0,260.0,4721400,0.0478,-0.0275,-0.3132,-0.1023,-0.0021,-0.0442,-0.0143,0.003,0.0005,-0.0335,0.0001,-0.0008,-0.0,0.0135,0.0224,0.1294,0.0104,0.1359,-0.0014,0.0003,-0.0029,0.2757,0.0346,-0.2619,0.1298,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
