Date,Close,High,Low,Open,Volume,YU,MG,YB,CC,HD,NI,DR,KK,LG,XC,AZ,BK,GI,PD,TP,DH,XA,RO,YP,AT,XL,CP,IN,OD,QA,SQ,KI,BQ,ZP,AK,EP,AG,FZ,IH,YJ,RB,GR,IF,HP,AI,DX,ID,AO,ES,LS,JB
2026-08-24,93.0,98.0,92.0,95.0,64278900,0.0082,0.0308,0.0383,0.1109,0.0048,-0.0354,0.0187,-0.1602,0.0163,0.1738,-0.0063,-0.0041,0.0,0.0863,0.0083,0.0014,-0.0054,0.0001,0.0965,0.0035,-0.0703,-0.0928,-600.0,0.0123,0.0017,-0.0054,0.014,-0.0315,0.0033,0.0404,-0.1297,0.0,0.0,0.0,0.0,0.0,0.0064,-0.0012,-0.0498,-0.0097,0.0,0.0,0.0027,0.0,-0.0768,-0.0002
2026-08-26,99.0,102.0,91.0,93.0,133927800,-0.0135,-0.083,0.0237,-0.3742,-0.0041,-0.0239,-0.0488,-0.1313,-0.0942,-0.2875,0.3776,-0.0045,0.0,-0.0381,0.0,-0.0038,0.0031,0.0001,0.1733,-0.0032,1.0,-0.1097,0.0,-0.1478,-0.0091,-0.1686,0.0016,-0.0269,-0.0021,0.004,0.0231,0.0001,0.0004,0.0,0.0,0.0,-0.0105,-0.0049,-0.0019,0.0,-0.0099,-0.0099,0.0007,-0.0099,0.0,0.0
2026-08-27,97.0,104.0,97.0,99.0,73977500,0.0,-0.0259,0.0255,0.5399,0.0139,0.0183,-0.006,-0.0188,0.0111,0.0139,-0.3735,0.0088,-0.0008,0.0869,-0.0003,0.0001,0.0331,-0.0001,-0.0817,0.0213,-0.7231,0.207,-900.0,-0.0045,0.0034,0.158,-0.0153,-0.0131,0.005,0.1144,-0.0182,0.0,-0.0019,0.0001,-0.0002,-0.0025,0.0191,0.0023,0.0039,-0.0001,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,95.0,99.0,95.0,97.0,20781200,0.0102,0.0144,-0.0339,0.0188,0.0004,-0.0125,0.0497,0.1081,-0.0094,-0.0121,0.0002,-0.0067,0.0431,0.1975,0.096,0.013,-0.0,-0.0,-0.4074,-0.0493,-0.0877,-0.1045,-900.0,-0.0431,0.0002,0.0537,0.0,0.0327,0.0021,0.125,0.0016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
