Date,Close,High,Low,Open,Volume,CD,YB,CC,HD,NI,KK,XC,AZ,PD,XA,YP,AT,XL,CP,OD,HP,BQ,ZP,EP,MG,LG,IF,DH,QA,DR,GR,YJ,RO,SQ,DU,SA,IN,KI,RG
2026-08-24,134.0,147.0,134.0,135.0,10714700,0.0,0.0016,0.0211,-0.0005,0.006,0.0417,-0.0147,-0.0012,-0.0257,0.0165,-0.0508,0.0001,0.0137,-0.0004,0.0008,-0.0015,-0.0026,0.0,0.0141,0.0012,0.0,-0.0,-0.0224,-0.0,0.0004,-0.0014,0.0,-0.0,-0.0022,0.0041,0.0041,0.0068,-0.0143,0.0054
2026-08-26,133.0,141.0,132.0,133.0,7519400,0.0,0.0016,-0.0016,0.0003,0.0024,0.0186,-0.0169,0.0184,0.0016,0.0053,0.0218,0.0002,-0.0451,-0.0159,-0.0021,-0.0093,-0.0033,0.0,0.0255,-0.0191,0.0,0.0,0.0007,0.0,0.0211,-0.0069,-0.0022,-0.0,0.005,0.0,0.0,0.0,0.0,0.0
2026-08-27,133.0,136.0,133.0,134.0,2371900,0.0,0.0,0.0047,-0.0003,-0.0001,0.0163,-0.0661,0.0001,0.0043,0.0,0.0112,0.0,-0.0314,-0.0013,0.0289,0.0,0.0001,0.0,0.0272,-0.004,0.0001,0.0011,-0.0,0.0092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,134.0,137.0,134.0,136.0,1211300,-0.0068,0.0003,-0.0002,0.0001,-400.0,-0.0224,0.0015,0.0236,-0.0042,0.0001,0.0113,0.0007,-0.0228,0.0001,-0.0003,-0.0001,0.0001,0.0053,0.0138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
