Date,Close,High,Low,Open,Volume,AK,SF,ES,YB,MG,XL,AT,KK,DR,HP,LG,DH,QA,NI,XA,ZP,KI,YP,AZ,CP,CC,EP,BQ,PD,GR,XC,OD,RO,SQ,TP,FS,ID,YU,IF,AI,HD,LS,DU,MU,DX,YJ,SS,FZ,PO,PC,RB,TF,AG,CD,RG
2026-08-24,120.0,137.0,118.0,123.0,247266400,0.0,-0.0032,0.0,0.0053,0.0015,-0.0464,0.0158,0.3698,-0.0041,-0.0418,0.023,-0.0135,-0.0027,0.1173,-0.5056,0.0005,0.0033,-0.1351,0.1039,-0.354,0.2665,-0.0022,-0.1228,0.1704,-0.0425,-0.0551,-0.043,0.0058,0.2028,0.0799,-0.0003,0.0,-0.0115,-0.0655,0.0657,0.0026,-0.0026,-0.0,-0.0057,0.0042,-0.0018,0.0125,0.0071,-0.0,0.0,0.0013,0.0002,0.0002,-0.0002,-0.0
2026-08-26,108.0,124.0,108.0,120.0,39795400,0.2246,0.0,0.0,-0.008,-0.0252,-0.5116,0.0165,0.0999,-0.0117,-0.0012,0.0475,0.0317,0.0002,-0.0921,0.0038,0.0002,0.0022,0.3242,0.014,-0.0235,-0.0712,-0.0136,0.0817,0.0535,-0.0247,0.0366,0.0006,-0.0583,-0.1705,0.0114,0.0003,0.0,0.0075,0.0002,0.0528,-0.0023,-0.0069,0.0,0.0159,-0.0057,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-27,113.0,115.0,108.0,108.0,28771500,-0.0676,0.0,0.0006,-0.0013,-0.0006,0.0043,-0.0006,-0.0483,0.0022,-0.0003,-0.044,-0.0279,0.0018,-0.0495,0.0325,-0.0002,0.0009,-0.1239,0.0002,-0.0609,0.1732,0.0479,0.0086,0.0116,0.0545,0.0168,-0.0424,-0.001,0.1074,-0.0014,-0.0003,0.0056,0.0021,0.0001,-0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,111.0,114.0,110.0,114.0,12351500,-0.0073,0.0001,-0.0006,0.0007,0.0006,0.0085,0.0005,0.0451,0.0018,0.0112,0.0,-0.0002,-0.0,0.0052,0.0043,0.0002,-0.0,0.028,0.0001,0.0004,-0.067,-0.0557,-0.0206,0.0176,-0.0052,0.0062,0.0355,-0.0339,0.0245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
