Date,Close,High,Low,Open,Volume,PD,CC,YP,XL,AZ,SQ,YU,KK,XC,TP,EP
2026-08-24,645.0,645.0,620.0,625.0,4400,0.0,0.0,0.0012,-0.0,0.0,0.0,0.0,0.0,-0.0027,0.0015,0.0
2026-08-26,635.0,640.0,615.0,615.0,16100,0.0006,-0.0001,0.0006,0.0005,0.0,0.0,-0.0004,-0.0001,0.0003,-0.0015,0.0001
2026-08-27,640.0,640.0,635.0,635.0,1300,-0.0001,-0.0001,0.0,-0.0006,0.0004,0.0003,0.0,0.0,0.0,0.0,0.0
2026-08-28,630.0,640.0,615.0,635.0,1700,-0.0001,0.0001,0.0001,-0.0007,0.0006,0.0,0.0,0.0,0.0,0.0,0.0
