Date,Close,High,Low,Open,Volume,DH,IF,NI,DR,BR,YP,XL,CP,CC,KK,YJ,BQ,PD,OD,XC,SF,YB,SQ,RO,QA,MG,HP,TP,EP
2026-08-24,875.0,900.0,850.0,880.0,142800,0.0,0.0,0.0023,0.0,-0.0045,0.0034,0.0045,0.0,-0.0387,0.0,0.0022,0.0115,0.0169,-0.0078,0.0109,0.0,0.0,0.0066,0.0,0.0,0.0,-0.0074,0.0002,-0.0
2026-08-26,855.0,875.0,835.0,875.0,66900,0.0,0.0,0.0088,0.0,-0.0026,0.0045,0.0104,0.0,-0.0024,0.0,0.0088,-0.0,-0.0146,0.0063,0.0008,-0.0082,0.0,0.0,0.0,-0.0004,0.0009,-0.0122,0.0,0.0
2026-08-27,850.0,865.0,835.0,860.0,238400,-0.0086,-0.0088,0.0,0.0,0.0191,0.0161,0.0276,0.0,0.0053,-0.0002,-0.01,-0.0,-0.0353,-0.0034,0.0002,-0.003,-0.0005,0.0013,0.0001,0.0,0.0,0.0,0.0,0.0
2026-08-28,835.0,855.0,815.0,850.0,128800,0.0077,0.0107,0.0002,-0.0242,0.0208,-0.0015,0.0167,-0.0041,-0.0031,0.0002,0.0064,0.0014,-0.0305,-0.0003,-0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
