Date,Close,High,Low,Open,Volume,BS,TP,SF,YB,XL,HD,KK,ID,DH,YU,FZ,QA,AI,XA,KI,ZP,YP,CC,DX,BQ,PD,GR,OD,XC,AK,RB,BR,AT,MG,YJ,FS,DR,HP,AO,LG,NI,AZ,CP,TF,EP,AG,CD,RG,BK,RO,SQ,LS,IF,PO,AR,PF,KZ,BF,MI,ES,OK,DP,IU
2026-08-24,3400.0,3520.0,3380.0,3490.0,33390600,0.0,13.8,0.0,0.4787,4.7,-0.2548,0.7485,0.0,0.1513,0.0,-0.0528,0.0,0.0,0.0,0.0,-8.8,3.3,-3.2,0.1042,0.1195,-2.3,0.7855,0.5974,1.7,-32.8,0.0,-0.0,0.8334,0.0,0.0,0.6871,0.3683,0.0,0.0,0.0,2.1,0.2397,0.1174,-0.001,0.2822,0.1507,0.2732,0.0,11.0,0.0,1.8,0.0,-0.1192,0.0,0.0,0.0,28.2,0.8587,0.0,0.0,0.1047,-26.5,-0.0385
2026-08-26,3310.0,3410.0,3300.0,3400.0,21977200,0.0,0.0701,0.0,-0.1578,-5.7,-0.3818,-2.1,0.0,0.2397,3.0,-0.004,0.0,0.0727,0.0305,0.1808,-1.8,1.0,-5.1,0.0,0.1327,1.5,11.1,2.9,2.2,-5.6,0.0,0.0866,-0.1538,-0.0123,0.1077,0.0,-0.0061,-0.1414,-1.7,-0.0187,0.2599,-0.5924,-0.2743,0.0,0.0,-0.3865,0.0643,0.4201,1.1,0.2812,0.7303,0.1134,-0.0028,0.4925,0.0336,0.0,-2.8,0.503,-0.0033,0.1977,0.0,0.0,0.0
2026-08-27,3400.0,3400.0,3260.0,3310.0,14918700,0.0165,-0.176,0.0093,0.0025,2.5,0.2656,0.2514,0.0046,-0.0624,-3.8,0.0678,0.0,-0.191,-0.0464,-0.8109,-2.2,-0.2356,-5.0,-0.5083,0.354,-0.9063,0.1743,-0.7319,1.8,1.9,-0.0017,0.0007,-0.0895,0.5492,-0.2177,0.17,-0.0783,-0.0195,3.2,0.1039,3.5,0.5582,1.5,0.0,0.2167,-0.0067,-0.0114,-0.4227,0.3946,-0.1805,-1.3,-0.1121,0.0854,-0.5125,0.0983,-0.0034,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,3360.0,3460.0,3350.0,3410.0,18715400,-0.0171,0.1911,0.0067,-0.4837,3.2,-0.1648,0.6987,0.0344,0.0411,1.4,0.0365,0.0021,-0.0314,-0.0298,0.025,-9.7,-0.1618,-0.0903,0.047,-0.4268,-0.3962,4.0,-2.6,-1.1,1.9,0.005,-0.0003,0.2106,-0.0044,0.0306,-0.02,0.0247,-0.1332,0.0171,0.4383,0.3426,-0.4808,-0.7736,-0.0302,0.1261,0.0365,-0.0428,-0.0033,2.8,0.0821,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
