Date,Close,High,Low,Open,Volume,AK,TP,MG,AT,XL,HD,KK,DR,LG,NI,DU,XA,KI,AZ,SQ,YP,CC,EP,DX,PD,OD,XC,YB,DH,YU,CP,BK,RO,ZP,RF,PC,GR,HP,QA,MI,BQ
2026-08-24,356.0,356.0,340.0,354.0,4387100,-0.0051,-0.0458,-0.0221,0.001,-0.0553,-0.0002,0.4295,0.0007,-0.0116,0.2851,0.0,-0.0049,0.0,0.0002,-0.0808,-0.0054,-0.0361,0.0006,0.0001,0.0192,0.0056,-0.0099,-0.0001,0.0034,0.0193,-0.6053,0.0,-0.0001,0.0001,0.0,0.0,0.113,0.0,0.0,0.005,-0.0001
2026-08-26,350.0,354.0,346.0,350.0,2472000,-0.0034,0.0245,0.0,0.0,0.1119,0.0006,-0.0737,0.0028,0.0002,0.1444,0.0,0.0,-0.04,0.0208,-0.3998,0.1278,0.0562,0.0013,0.0,0.003,-0.005,-0.0067,-0.0001,0.0003,0.0,0.0635,0.0,0.0003,-0.0106,-0.0007,-0.0,-0.0175,0.0,0.0,0.0,0.0
2026-08-27,352.0,354.0,346.0,346.0,1144400,0.0012,0.0,0.0,-0.0002,-0.046,-0.0006,0.0071,0.0034,0.0,0.0376,0.0,0.0839,0.0,0.0031,0.0032,0.0024,-0.1082,-0.0178,0.0,-0.0173,-0.0027,-0.0015,0.0083,-0.0236,0.0002,0.0591,0.0079,0.0002,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,354.0,356.0,350.0,350.0,567200,0.0023,0.0127,-0.0018,-0.003,-0.0463,-200.0,0.0179,0.0004,0.0002,0.0065,0.0,0.0077,0.0011,200.0,0.0035,-0.0712,0.004,0.0258,0.0,0.0013,0.0293,0.0097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
