Date,Close,High,Low,Open,Volume,YU,MG,YB,CC,NI,DR,KK,XC,GR,PC,PD,TP,DH,RO,YP,AT,XL,CP,OD,QA,SQ,BQ,ZP,AK,LG,AZ,FZ,SF,XA,IF,AO,KI,EP
2026-08-24,122.0,127.0,122.0,124.0,4863100,-0.0,-0.0257,0.0057,0.0359,-0.002,-0.0002,-0.0159,0.0349,-0.0057,0.0,0.0028,0.0065,0.0003,0.0077,0.0235,-0.0003,-0.0471,0.0032,0.006,-0.0,0.0011,0.0096,0.0,-0.0601,0.0,-0.0,0.0001,0.0077,0.0127,0.0,-0.0019,0.0,0.0012
2026-08-26,120.0,130.0,119.0,123.0,19245600,0.0006,-0.0334,0.0064,0.0799,-0.0286,-0.0012,-0.021,-0.0208,0.0003,0.0,-0.0441,0.0002,0.0003,-0.0037,-0.009,0.0012,0.0583,0.0149,0.0141,-0.002,-0.0225,0.0128,0.0085,0.0028,-0.0045,0.0057,0.0,0.0,-0.027,0.0003,-0.0,-0.0098,0.0214
2026-08-27,122.0,124.0,116.0,116.0,3013700,-0.001,0.0003,-0.055,0.0149,-0.0012,0.0011,0.009,0.0132,0.0,0.0,0.0045,-0.0065,-0.0,-0.0,0.0101,-0.002,0.0633,-0.0253,-0.0077,0.0,0.0001,-0.0,-0.0091,0.0076,0.002,-0.0089,0.0001,-0.0081,-0.0015,0.0,0.0,0.0,0.0
2026-08-28,121.0,124.0,121.0,122.0,2140500,0.0,-0.0022,-0.0032,-0.0158,-0.0181,0.0233,-0.0037,0.0016,0.0004,-0.0,0.0082,0.0018,-0.0011,-0.006,0.034,-0.0004,-0.0391,-0.008,0.0268,0.0,-0.0,-0.0008,0.0073,-0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
