Date,Close,High,Low,Open,Volume,PC,HP,ES,QA,ZP,SQ,GR,YP,YU,OD,TP,CP,KK,XL,YB,PG,AD,PD,XC,DH,AK,BK,NI,CC,DR,MG,AZ,EP,LG,AT,BQ,BR,XA,DX,RO,AG
2026-08-24,3740.0,3790.0,3670.0,3750.0,905200,0.1432,0.2104,0.0,0.0,-0.0977,-0.1234,0.0481,0.0071,0.0,-1.1,0.0,0.0478,0.0143,0.1693,0.0368,0.0,0.0,-0.2696,0.1514,0.0231,-0.0,-0.0404,-0.3098,1.0,0.0033,0.0057,0.0111,-0.0377,0.0004,0.0534,0.0197,0.0,-0.0004,0.0,0.0,0.0007
2026-08-26,3580.0,3750.0,3560.0,3740.0,908700,0.2338,0.0357,0.0072,0.0011,-0.1931,0.1684,-0.0176,0.2825,0.1056,0.056,0.1081,-0.0399,0.2029,0.6126,-0.2179,0.023,0.0,-0.6813,0.0373,-0.0212,-0.4754,-0.0275,0.0014,-0.2723,-0.007,0.0036,0.0529,0.0231,0.0054,0.0249,-0.0139,-0.0199,0.0004,0.0,0.0011,0.0
2026-08-27,3690.0,3710.0,3500.0,3510.0,464200,-0.0183,0.1226,-0.0074,-0.0015,-0.0983,-0.0703,-0.0026,0.0551,0.1511,0.0056,0.0076,-0.0162,-0.0407,-0.1446,0.0423,0.1893,0.0,-0.0066,-0.0366,0.0,-0.1319,-0.0013,-0.0004,0.0412,-0.1076,0.0036,-0.0613,0.1418,-0.0018,0.0007,-0.0135,0.0,0.0,0.0,0.0,0.0
2026-08-28,3680.0,3700.0,3630.0,3700.0,287000,-0.0183,0.0615,0.0109,-0.0004,-0.0919,0.0511,0.0015,-0.03,0.22,0.0007,0.0007,0.0148,-0.0252,-0.0503,-0.1802,0.1487,-0.0004,0.0928,-0.0185,0.0367,-0.1045,-0.003,-0.0179,-0.1045,0.0183,-0.0128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
