Date,Close,High,Low,Open,Volume,AG,YB,CC,AT,NI,YP,XL,LS,XC,GR,SA,CP,SQ,KI,PD,BQ,AK,DH,RO,OD,RF,KZ,IT,YJ,ZP,EP
2026-08-24,3940.0,4000.0,3850.0,3950.0,14800,0.0,0.0008,0.0153,0.0071,0.0,0.0008,-0.0166,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0039,0.0,-0.002,-0.0004,-0.0004,0.0115,0.0,0.0,0.0,0.0,0.0,-0.0122
2026-08-26,3920.0,3950.0,3860.0,3940.0,17400,0.0,0.0,0.015,0.0,0.0,-0.0019,-0.002,0.0,0.0247,-0.013,0.0,0.0,-0.0114,0.0,-0.0047,0.0,-0.0004,0.0,0.0,0.0,0.0,0.0,-0.009,-0.0039,0.0075,-0.0008
2026-08-27,3920.0,4000.0,3890.0,4000.0,59000,0.0,-0.0,0.1761,0.0035,0.0004,-0.0102,0.0117,0.0,0.0002,0.0008,-0.1812,0.0,0.0,0.0004,-0.0112,0.0,-0.0027,0.0008,0.0012,0.0032,0.0031,0.0039,0.0,0.0,0.0,0.0
2026-08-28,3900.0,3930.0,3850.0,3920.0,20900,-0.0024,0.0004,0.0316,0.0039,0.0004,-0.0031,0.0173,0.0039,0.0016,0.0035,-0.0569,-0.0008,0.0004,0.0004,-0.0008,0.0012,0.0,-0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
