Date,Close,High,Low,Open,Volume,DH,NI,YP,XL,CC,EP,KK,PD,OD,XC,TP,FS,AZ,SQ,GR,ZP,BQ,RO
2026-08-24,710.0,720.0,700.0,720.0,13500,-0.0023,0.0,0.0,-0.0025,-0.0004,0.0,0.0,0.0009,0.004,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-26,695.0,710.0,695.0,710.0,8400,0.0003,0.0,0.0,-0.0006,0.0006,0.0,0.0001,0.0004,0.0,0.0001,0.0007,0.0,0.0001,0.0,-0.0021,0.0001,0.0001,0.0004
2026-08-27,725.0,730.0,700.0,705.0,109800,0.0002,0.0332,-0.0001,-0.006,0.0216,-0.0001,-0.0004,-0.0261,0.0011,-0.0167,-0.0007,-0.0007,-0.0002,-0.0038,-0.0006,-0.0007,0.0,0.0
2026-08-28,705.0,740.0,700.0,740.0,49600,-0.004,-0.0045,0.002,-0.0163,0.0106,0.0073,-0.0001,-0.0012,0.0009,0.0052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
