Date,Close,High,Low,Open,Volume,AZ,HD,KI,YP,LG,OD,AT,CP,KK,XL,XA,BQ,XC,PD,DH,NI,CC,QA,SQ,GR,RG,AI,YU,YJ,EP,IH
2026-08-24,418.0,428.0,416.0,424.0,679000,0.0,-0.0001,0.0,0.001,-0.0038,-0.0006,0.0,0.0138,0.0986,0.0328,-0.0,0.002,0.0094,0.0008,0.0,0.0002,0.0106,-0.0344,0.0053,0.0,-0.1379,0.0,0.0,0.0,0.0023,-0.0002
2026-08-26,406.0,418.0,406.0,418.0,351000,-0.0068,0.0001,0.0,0.0029,-0.0024,-0.0116,0.0,-0.0097,-0.0019,0.0583,-0.0041,0.002,0.0015,0.0039,0.0041,0.0006,0.0084,0.0,0.0051,0.0001,-0.0605,0.0041,0.0058,0.0001,0.0,0.0
2026-08-27,406.0,412.0,404.0,406.0,231100,-0.008,-0.0002,0.0,0.0009,0.0,0.0001,0.0,0.0,0.0081,0.0584,0.0001,0.0,0.0052,0.0014,0.0,0.0,0.0023,-0.0007,0.0024,0.0001,-0.0702,0.0,0.0,0.0,0.0,0.0
2026-08-28,414.0,416.0,408.0,410.0,145100,-0.0,0.0,-0.0,-0.003,0.0014,0.0001,0.0209,-0.0048,-0.001,-0.0216,-0.0001,-0.0021,0.0054,-0.0009,0.0055,-0.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
