Date,Close,High,Low,Open,Volume,AK,AD,SS,YB,AT,MG,XL,KK,YJ,DR,AO,LG,DH,YU,QA,NI,XA,ZP,YP,AZ,CP,CC,EP,MI,BQ,PD,GR,XC,OD,IN,SQ,TP,SF,SH,FZ,AI,KI,GA,IF,PC,DX,EL,GI,HP,IH,TF,AG,CD,RG,RO,HD,LS,MU,SA,BR,PG,BS,JB,ES
2026-08-24,107.0,112.0,86.0,86.0,282532300,0.0,-100.0,0.0,0.0417,-0.0004,0.1262,1.4,0.4159,0.0596,-0.1401,-0.0044,-0.0392,0.0132,-0.0173,0.0117,-0.195,0.0609,-0.0062,-0.0742,0.0298,0.0119,-0.0193,-0.1141,0.0,-0.0016,-0.7393,-0.0001,-0.111,0.0353,0.0,-0.0498,-0.0001,0.0,0.0,0.0002,0.0106,-0.0011,-0.7815,0.0995,-0.0005,0.0033,0.0,0.0,-0.0089,0.0,0.0003,0.0197,0.0,0.0,-0.0227,-0.004,0.0,0.0028,0.0053,0.0098,0.0002,-0.0009,-0.0007,0.0052
2026-08-26,101.0,129.0,101.0,105.0,326257500,0.1604,0.0,0.0,0.0851,0.0296,-0.0241,-1.4,0.1636,-0.6255,-0.136,-0.0111,0.1977,-0.0119,-0.0346,0.0018,-0.0191,0.1769,-0.0719,-0.1213,0.1992,0.4487,1.4,-0.1009,0.0,-0.0803,0.0859,0.0659,-0.1656,0.0505,0.0,-0.1572,-0.0007,0.0037,0.0,0.0,-0.0083,0.0163,-0.024,-0.1037,0.0003,-0.0033,0.0,0.0,0.0508,0.0001,0.0016,-0.0062,0.0,-0.0041,0.0014,-0.003,0.0117,0.0011,-0.0058,-0.0094,-0.0002,0.0,0.0,0.0
2026-08-27,109.0,120.0,98.0,105.0,119435100,-0.0456,0.0114,0.0,0.0935,-0.0056,0.0365,1.2,-0.1572,-0.2469,-0.0076,-0.0034,0.0122,0.0057,0.0028,-0.0131,-0.0703,-0.0674,0.1319,-0.4174,-0.2826,-0.2241,0.0757,0.0728,0.0,0.0389,-0.0878,-0.0656,0.0098,-0.1205,-0.0003,0.0045,0.0043,-0.0,0.0012,-0.0003,0.0149,-0.0124,-0.024,-0.0002,0.0001,0.0024,-0.0004,0.0,-0.0128,0.0001,-0.0007,0.0213,0.0989,-0.0021,0.0287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,105.0,109.0,98.0,109.0,29351300,0.0898,-0.0105,0.0103,0.003,0.0158,0.009,-0.7379,0.3587,0.0052,0.0571,0.0011,0.0093,0.0042,0.0011,0.0021,0.0167,-0.0667,0.0344,0.2298,0.0512,-0.1164,-0.181,0.0221,-0.0006,0.0773,0.0293,0.0143,0.0065,0.0061,0.0212,0.0362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
