Date,Close,High,Low,Open,Volume,AI,LG,HD,PD,CP,AT,RO,GI,BQ,HP,ZP,MU,SQ,AO,EP,NI,DR,QA,XL,PC,IF,YB,MG,AZ,CC,KK,YJ,YP,XA,OD,PG,XC,LS,YU,KI,AK,GR,AR,DH,PI,DX,OK
2026-08-24,82.0,83.0,81.0,81.0,4505400,-0.0016,0.0005,-0.0008,-0.007,0.0004,-0.0006,-0.0,-0.0,0.0004,0.0,0.0,0.0,0.0114,0.0,0.0793,0.0118,0.0,-0.0,-0.0091,0.0,0.0,-0.0164,0.0,0.0021,-0.0455,-0.0179,0.0013,-0.0035,-0.0002,-0.0111,0.0,0.0044,0.0,0.0,0.0,-0.0015,0.0,0.0123,0.0001,-0.0,-0.0,-0.0091
2026-08-26,77.0,82.0,76.0,82.0,14953700,0.0,0.1569,-0.0803,0.0242,-0.0194,-0.0,0.0028,0.0,0.0011,0.0,0.0,0.008,0.0252,0.0079,-0.0278,-0.0291,-0.0009,0.0,-0.0044,0.0005,0.0005,0.0004,0.0075,-0.1177,0.0223,-0.0237,0.0008,-0.0148,0.082,0.0102,0.0,-0.0666,0.0,0.0,0.0,0.0015,0.0101,0.02,0.0029,0.0,0.0,0.0
2026-08-27,80.0,81.0,75.0,76.0,4693200,-0.0368,0.0456,-0.0007,-0.0098,-0.0296,0.0019,0.0,0.0,0.0045,0.0,0.0,0.0,-0.0041,0.0,-0.0123,0.0051,0.0,0.0,0.0402,0.0,0.0,-0.0003,-0.0076,0.0,0.0603,-0.0095,0.0,-0.0192,-0.0003,-0.0,0.0,-0.0126,0.0,0.002,-0.0069,-0.0015,-0.0085,0.0,0.0,0.0,0.0,0.0
2026-08-28,81.0,83.0,81.0,81.0,6705300,0.0025,0.0709,-0.0,0.0063,0.0025,-0.0024,0.0065,0.0,-0.008,0.0089,0.0,0.0081,0.101,0.0,-0.0395,-0.0231,0.0,100.0,0.0445,-0.0002,-0.0004,-0.0025,0.0053,-0.001,-0.055,-0.0575,-0.0021,-0.045,-0.0003,0.0089,-0.0,-0.0204,-0.0081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
