Date,Close,High,Low,Open,Volume,TP,YB,XL,HD,KK,ID,DH,YU,IF,AI,XA,KI,YP,AR,CC,DX,BQ,PD,GR,OD,IN,SA,XC,AK,ES,MG,RF,YJ,DR,PG,HP,OK,IH,LG,IU,NI,AZ,SQ,CP,EP,BK,RO,ZP,BF,FZ,RB,AT,FS,IT,AO,TF,AG,LS,QA,BB,PC,BR,SF,SH,RS,DU,RG
2026-08-24,177.0,183.0,165.0,167.0,680644800,-0.0872,0.3106,2.0,-0.0567,-2.8,0.0009,-2.1,0.7944,0.0,0.4584,-0.0755,0.4417,-3.3,0.0,-5.3,-0.1419,-0.0748,1.0,-1.9,0.1038,0.0158,0.0,-0.1268,-1.2,0.0,1.9,0.0,-0.071,11.7,0.0,0.3689,0.0,0.0,-0.3665,0.0399,-2.8,-2.3,-0.3099,0.1979,1.7,3.7,0.0,-1.3,0.0,0.0,0.0,-0.0601,0.0332,-0.0873,-0.0577,0.0,0.0684,-0.0782,0.0,0.0,-0.0361,0.0,900.0,-0.059,-0.0901,0.0002,0.0
2026-08-26,167.0,178.0,166.0,177.0,404011200,1.2,0.2672,-1.6,0.022,-0.1171,0.0,-0.4938,-0.198,0.0,-0.0339,0.1813,0.8772,-2.0,0.0,-3.9,-0.0103,0.0575,2.9,-1.6,-1.5,-0.0175,0.0,1.3,2.2,0.0,-2.2,0.0003,0.1992,4.1,0.0,-0.3419,0.0,0.0,0.0847,-0.0346,0.3429,-5.5,0.0835,0.6881,-0.2791,-0.8529,0.0112,5.3,0.0,0.0273,0.0,0.1196,-0.0335,0.0,0.0005,-600.0,-0.3136,0.0075,0.0321,1.1,0.0009,-0.0,0.0,0.0,0.0,0.0,0.0
2026-08-27,179.0,184.0,164.0,165.0,617506900,-0.2231,-0.2159,-4.2,0.0496,-1.1,-0.179,-2.1,0.1321,0.0035,-0.5603,0.2961,-0.0774,-2.7,0.0,1.0,-0.217,0.0828,-9.8,-1.2,0.4632,0.0,0.0,-0.4565,8.0,-0.36,2.0,0.2735,-0.1271,-0.1484,0.0,0.2634,0.0,0.0,2.5,0.0054,-2.6,-0.0992,-0.2847,-0.2822,2.2,3.0,0.0017,7.0,-0.0825,-0.1038,0.0017,-0.0395,0.0066,-0.0427,-0.244,0.0018,0.1279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,199.0,199.0,180.0,180.0,1215355400,-0.3225,0.0785,-5.0,0.0945,-0.7391,-0.1904,-0.6832,-0.3164,0.2834,-1.3,-0.6263,-0.6127,-8.3,0.08,-1.6,0.4618,0.2642,-0.7053,-3.5,-1.7,0.1084,0.0004,-6.3,33.1,-0.378,0.9143,0.0032,0.0269,-3.2,-0.3727,-0.2955,-0.1395,0.0117,-2.4,0.0115,-0.7693,3.2,-1.9,3.6,-0.257,5.8,0.304,-6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
