Date,Close,High,Low,Open,Volume,FS,RF,HP,QA,EP,HD,SQ,GR,KI,YP,IU,BB,LG,OD,TP,CP,AT,KK,XL,YB,DX,PD,XC,DH,BK,NI,CC,DR,AI,YU,AK,AO,IF,PC,ZP,DU,XA,RO,BQ
2026-08-24,510.0,515.0,505.0,510.0,1805700,0.0,0.0,0.0,-0.0007,0.0001,0.0,0.0033,-0.0051,0.0,0.0709,-0.0026,0.0596,0.0025,0.1636,0.051,0.0051,-0.0001,0.0271,0.0768,0.0,0.0595,0.0205,0.0062,0.0511,-0.1027,-0.0006,-0.4055,-0.0518,0.0,0.0,0.0,0.0,-0.025,0.0,0.0001,0.0,0.0,0.0008,-0.0041
2026-08-26,505.0,525.0,505.0,510.0,4296400,0.1025,0.0,0.0084,0.0024,0.0007,0.001,0.025,0.0069,-0.0014,-0.0258,0.0336,0.1557,-0.0001,0.0346,0.0,-0.0021,0.0002,-0.0027,0.0747,0.0,0.1565,0.0395,0.0096,0.0439,-0.0994,0.0098,-1.1,-0.176,0.0,0.0,0.0,0.0011,-0.0021,0.0001,0.642,0.0,0.0256,0.0005,0.0
2026-08-27,510.0,515.0,500.0,505.0,5618900,0.052,0.0,0.0134,0.0,0.0007,0.0042,-0.5033,0.606,0.0204,0.0723,-0.0264,0.1997,0.0043,-0.1025,0.0,0.0101,0.002,-0.198,0.1046,-0.0002,0.2006,0.1428,0.0149,0.0002,-0.0982,0.2022,-0.5708,0.0026,0.1263,-0.1776,-0.1041,-0.0011,0.003,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,505.0,515.0,505.0,510.0,1496700,-0.1116,0.001,-0.0326,0.0001,0.0002,0.0036,-0.0445,-0.0064,0.0036,0.0142,0.0178,0.0534,0.003,0.0035,0.0005,0.0266,-0.0007,-0.1016,0.046,0.0152,0.049,0.0353,0.0015,0.2655,-0.0916,0.012,-0.1712,0.0085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
