Date,Close,High,Low,Open,Volume,DH,NI,XA,AZ,YP,XL,PD,CC,KK,XC,GR,OD,RO,SQ,YB,CP,BQ,HP,AI,EP
2026-08-24,1600.0,1610.0,1595.0,1600.0,75200,0.0018,0.0059,0.0,-0.0048,0.0024,0.0202,0.0038,-0.0299,0.0024,0.0043,0.025,-0.0018,0.0016,0.0003,0.0,0.0,0.0,0.0,-0.032,0.0008
2026-08-26,1585.0,1600.0,1575.0,1600.0,120700,0.0049,0.1004,0.0,0.0,-0.0146,-0.0164,-0.0032,-0.0323,0.0054,0.0112,-0.0247,-0.0161,0.0008,0.0002,0.0,0.0,-0.0317,0.0159,0.0,0.0
2026-08-27,1595.0,1600.0,1585.0,1600.0,25000,0.0,0.0,0.0,0.0,0.001,0.0072,-0.016,0.0032,-0.0026,0.0016,0.0,0.0006,0.0,0.0,0.0002,0.0048,0.0,0.0,0.0,0.0
2026-08-28,1595.0,1600.0,1585.0,1595.0,61900,-0.0002,0.0189,-0.0002,-0.0146,-0.0,0.0047,-0.0016,-0.0184,-0.0134,0.0187,0.0016,0.0032,-0.0003,0.0016,0.0,0.0,0.0,0.0,0.0,0.0
