Date,Close,High,Low,Open,Volume,LG,HD,PD,BQ,NI,SQ,EP,PC,IF,DR,XL,KI,AZ,AK,GR,CC,KK,IH,YJ,AG,YP,OD,DH,XC,TP,HP,ZP,SS,FS,YU,AT,CP,QA,YB,RF,XA
2026-08-24,296.0,306.0,286.0,294.0,3393700,-0.0596,-0.0001,-0.0202,-0.0006,-0.0258,-0.0075,0.0003,-0.0,0.0001,0.0,0.0077,-0.0038,-0.0175,0.0067,-0.0065,0.0063,-0.0069,0.0007,0.0162,0.0004,0.597,0.0,0.0001,-0.0011,0.0,0.0,-0.0074,0.0,0.0,-0.0006,-0.0026,0.0057,0.0001,0.0,-0.481,0.0
2026-08-26,298.0,304.0,290.0,298.0,2629400,-0.0246,-0.0,0.007,0.0001,0.0067,0.0002,-0.0008,-0.0001,0.0,-0.001,-0.0199,0.0,-0.026,0.0,-0.0073,-0.0206,-0.0243,0.0,-0.0091,0.0,0.3782,-0.0026,0.0001,-0.1561,-0.0006,0.0144,-0.0582,-0.006,-0.0006,-0.0004,-0.0323,-0.0162,-0.0001,0.0001,0.0,0.0
2026-08-27,306.0,308.0,292.0,298.0,1471300,-0.0002,-0.0,0.0069,-0.0003,0.0042,0.0031,0.0,-0.0002,0.0,0.0,-0.0495,-0.0369,0.003,0.0,-0.0174,-0.1427,-0.0193,-0.0462,0.0,-0.0003,0.3244,0.0,-0.0001,-0.0279,-0.0006,0.0001,0.0024,-0.003,-0.0006,0.001,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-28,308.0,312.0,304.0,312.0,4188100,-0.0673,0.0001,-0.3806,0.0008,-0.0296,-0.0137,-0.0045,-0.0001,0.0077,-0.0005,-0.0417,0.0009,-0.0002,-0.0007,0.0015,-0.1487,-0.0066,-0.031,-0.0612,-0.0001,1.1,-0.3683,-0.0001,-0.0013,-0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
